name,ra,dec,catalog,survey_key,p_meta
s_251112_3119,162.86715255478174,-14.055896469849728,dr11,dr11,0.76886487
s_56331_9546,264.8189461025876,-56.36462739057791,dr11,dr11,0.7684486
s_364017_5199,141.06262633158212,5.768983677540166,dr11,dr11,0.76834565
s_80983_11349,314.23147564531007,-49.135507996881046,dr11,dr11,0.76816446
s_250997_4626,133.27079086526314,-13.89443271108173,dr11,dr11,0.76804394
s_70764_13173,267.9552395203618,-52.06982903417558,dr11,dr11,0.76801205
s_170155_2202,330.0372698450971,-29.12988936991959,dr11,dr11,0.7678237
s_250611_2161,33.78978210436381,-14.118543118058865,dr11,dr11,0.76763797
s_234538_4029,187.74428639387477,-17.083536603283846,dr11,dr11,0.7668871
s_467001_4721,237.94956018448704,24.306792204788305,dr11,dr11,0.76683563
s_106073_7986,323.07337501449456,-43.09311388367769,dr11,dr11,0.76650053
s_245107_1883,53.58602515358645,-14.905804633845785,dr11,dr11,0.7663079
s_67230_20879,265.1214867658718,-52.94756823073156,dr11,dr11,0.76625556
s_190192_4053,192.83250945101844,-25.349291872557835,dr11,dr11,0.76615816
s_137654_679,73.12391459643513,-35.674219676730814,dr11,dr11,0.76583946
s_64206_10062,83.68678566220566,-53.78784063567639,dr11,dr11,0.76555884
s_195077_1720,95.52427635564084,-24.345610705180302,dr11,dr11,0.76553774
s_65503_13323,267.69141408212886,-53.51910519451623,dr11,dr11,0.7653297
s_340971_2860,130.8571259956073,1.7839933601297353,dr11,dr11,0.7648961
s_475768_5984,134.7162215858319,26.119030819608483,dr11,dr11,0.7648272
