index,Ra,Dec,ref,klc_dup
10777,199.5495625,28.7276399,Storfer 2023,1
10778,199.639779,31.22642367,Storfer 2023,1
10779,199.6808784,22.99630746,Storfer 2023,1
10780,200.7031826,31.65498721,Storfer 2023,1
10781,201.2657468,68.64613572,Storfer 2023,1
10783,205.4510469,25.33480408,Storfer 2023,1
10785,206.0410349,-9.727359524,Storfer 2023,1
10786,207.0285347,16.94826174,Storfer 2023,1
10787,211.4666,16.0271,Storfer 2023,1
10788,213.3099801,23.69911683,Storfer 2023,1
10789,215.0462711,-6.817235641,Storfer 2023,1
10791,218.8375877,-2.682395273,Storfer 2023,1
10792,219.5141897,49.12591641,Storfer 2023,1
10794,219.9203,8.8839,Storfer 2023,1
10796,220.7720965,19.51287417,Storfer 2023,1
10797,220.903167,3.01407408,Storfer 2023,1
10799,221.7905,-3.9699,Storfer 2023,1
10800,221.9129594,25.78841029,Storfer 2023,1
10801,223.6516861,22.77413205,Storfer 2023,1
10802,225.6773,24.1148,Storfer 2023,1
10803,227.1211662,26.06501171,Storfer 2023,1
10804,227.5140193,30.46607001,Storfer 2023,1
10805,227.5557653,2.78605525,Storfer 2023,1
10806,231.6729848,51.04179108,Storfer 2023,1
10808,247.208023,-0.9897353918,Storfer 2023,1
10809,248.2731,14.3865,Storfer 2023,1
10810,249.9702874,26.43454335,Storfer 2023,1
10812,251.4203029,13.42601492,Storfer 2023,1
10813,253.7866289,4.103402498,Storfer 2023,1
10814,253.8438293,36.08688945,Storfer 2023,1
10815,256.530927,58.8054184,Storfer 2023,1
10817,265.1568673,14.79473911,Storfer 2023,1
10818,267.7927,37.8846,Storfer 2023,1
10819,268.6394547,25.11019914,Storfer 2023,1
10820,270.9078642,24.77820578,Storfer 2023,1
10821,273.3239,32.3604,Storfer 2023,1
10824,299.3892003,-52.60669382,Storfer 2023,1
10825,303.5429036,-56.02906517,Storfer 2023,1
10826,303.9847914,-58.02287493,Storfer 2023,1
10828,309.7079541,5.135291255,Storfer 2023,1
10829,313.3734525,-44.60727294,Storfer 2023,1
10832,315.3648,-43.8107,Storfer 2023,1
10833,317.095403,-59.57199757,Storfer 2023,1
10835,318.2725816,-46.82233501,Storfer 2023,1
10836,319.1717877,-47.0175499,Storfer 2023,1
10837,320.4995009,-4.520958525,Storfer 2023,1
10838,323.6129,-46.1632,Storfer 2023,1
10839,323.8028836,-1.028774746,Storfer 2023,1
10840,323.9924089,-59.86726443,Storfer 2023,1
10842,325.1076387,-45.63386208,Storfer 2023,1
10843,325.1438,-64.8334,Storfer 2023,1
10844,325.4161,-44.4533,Storfer 2023,1
10846,326.236199,-42.23062398,Storfer 2023,1
10847,326.3426114,-53.66281774,Storfer 2023,1
10848,327.1983741,2.991665549,Storfer 2023,1
10852,331.3740683,-47.61822542,Storfer 2023,1
10853,331.8069,-52.0497,Storfer 2023,1
10854,333.9116973,-65.34365507,Storfer 2023,1
10856,335.7727557,-47.01051658,Storfer 2023,1
10857,335.7853415,-11.67825726,Storfer 2023,1
10858,336.1608314,-1.87605873,Storfer 2023,1
10859,336.4963753,-63.85524708,Storfer 2023,1
10860,336.5207815,-50.40019596,Storfer 2023,1
10861,336.6062218,19.66119573,Storfer 2023,1
10862,337.139,20.6249,Storfer 2023,1
10863,339.4410085,-2.376176772,Storfer 2023,1
10865,342.5326,-2.0146,Storfer 2023,1
10867,343.6268962,-0.5316789281,Storfer 2023,1
10870,346.2488244,-47.01591171,Storfer 2023,1
10872,346.5801,-59.10666965,Storfer 2023,1
10873,346.8316,-43.9934,Storfer 2023,1
10874,347.2548172,22.77107028,Storfer 2023,1
10875,348.2771044,-55.06863459,Storfer 2023,1
10876,348.4741,-9.1286,Storfer 2023,1
10877,349.0080894,-43.41900789,Storfer 2023,1
10878,349.7377,-61.252,Storfer 2023,1
10879,350.2975243,-61.0328902,Storfer 2023,1
10880,350.3457,-3.5082,Storfer 2023,1
10881,350.5678,28.5212,Storfer 2023,1
10882,352.0729774,-58.30411313,Storfer 2023,1
10885,353.7255768,-59.18935676,Storfer 2023,1
10889,354.429363,-4.96942752,Storfer 2023,1
10890,354.5359342,-47.05901585,Storfer 2023,1
10892,356.1792819,-2.652442289,Storfer 2023,1
10894,356.7964877,-45.48362268,Storfer 2023,1
10896,358.2098462,2.588321724,Storfer 2023,1
10897,358.825164,-60.5144136,Storfer 2023,1
10898,358.9003,-54.3106,Storfer 2023,1
10899,359.3627097,16.18682262,Storfer 2023,1
10901,359.9835836,-41.57010794,Storfer 2023,1
10902,0.06110460654,-5.950792162,Storfer 2023,1
10903,0.1062763106,-3.955862296,Storfer 2023,1
10904,0.1962629548,28.2100302,Storfer 2023,1
10905,0.2016545495,-46.05489145,Storfer 2023,1
10906,0.2511687122,-10.33960917,Storfer 2023,1
10907,0.2615670528,-37.32427148,Storfer 2023,1
10908,0.4993,-46.7225,Storfer 2023,1
10909,0.5290002836,-37.67454657,Storfer 2023,1
10910,0.7091524097,-55.62876193,Storfer 2023,1
10911,0.914437648,-58.95499353,Storfer 2023,1
10912,0.996175805,-14.42531028,Storfer 2023,1
10913,1.015728747,-45.88747301,Storfer 2023,1
10915,1.406406957,-11.8886493,Storfer 2023,1
10916,1.429433173,-50.91616991,Storfer 2023,1
10917,1.485799424,-9.657732973,Storfer 2023,1
10918,1.861490542,-33.70133398,Storfer 2023,1
10919,1.912022308,-40.97640123,Storfer 2023,1
10920,2.129581308,-35.62312555,Storfer 2023,1
10921,2.253241486,-56.22863912,Storfer 2023,1
10922,2.264368082,-8.30402669,Storfer 2023,1
10923,2.266405075,11.05392269,Storfer 2023,1
10924,2.383850726,4.563493877,Storfer 2023,1
10925,2.4656,-14.229,Storfer 2023,1
10926,2.54229231,-49.43734385,Storfer 2023,1
10927,2.830314464,-31.07537307,Storfer 2023,1
10928,3.020960031,-30.68474064,Storfer 2023,1
10929,3.277749584,-2.16497086,Storfer 2023,1
10931,3.357452376,10.99634425,Storfer 2023,1
10933,3.501783197,-5.235790133,Storfer 2023,1
10934,3.651331624,24.69129482,Storfer 2023,1
10935,3.847445819,-31.63131711,Storfer 2023,1
10936,3.928341526,-27.19479117,Storfer 2023,1
10938,4.028158199,-28.49980171,Storfer 2023,1
10939,4.068756565,-40.64036186,Storfer 2023,1
10940,4.073181177,-12.02519585,Storfer 2023,1
10942,4.594796915,-47.95199941,Storfer 2023,1
10943,4.6121,-37.6106,Storfer 2023,1
10944,5.243264871,-50.59638764,Storfer 2023,1
10945,5.26353151,26.12403734,Storfer 2023,1
10946,5.44884737,-4.973093591,Storfer 2023,1
10947,5.682222191,-1.18328117,Storfer 2023,1
10948,5.835200724,-2.874259958,Storfer 2023,1
10949,5.86542823,-55.45850767,Storfer 2023,1
10950,5.873623501,23.35857078,Storfer 2023,1
10951,6.2688,16.4821,Storfer 2023,1
10953,6.5986,-5.4348,Storfer 2023,1
10954,6.651051277,5.313761372,Storfer 2023,1
10955,6.751345018,-26.26729719,Storfer 2023,1
10956,7.090660481,-1.458052796,Storfer 2023,1
10957,7.308370618,-54.50515376,Storfer 2023,1
10958,7.50226397,-23.12511401,Storfer 2023,1
10959,7.5633,-41.9289,Storfer 2023,1
10961,8.041803296,-9.031340984,Storfer 2023,1
10962,8.156550527,-53.09079797,Storfer 2023,1
10963,8.264716897,1.847426307,Storfer 2023,1
10964,8.272501459,-50.85750105,Storfer 2023,1
10965,8.419494013,-46.5522271,Storfer 2023,1
10966,8.554722043,11.648847,Storfer 2023,1
10967,8.570824403,-41.75472758,Storfer 2023,1
10968,8.595038796,-39.57870485,Storfer 2023,1
10969,8.771271659,1.161777181,Storfer 2023,1
10970,8.83032386,-25.98437408,Storfer 2023,1
10971,8.865173041,-21.49016031,Storfer 2023,1
10972,8.88760806,4.423189674,Storfer 2023,1
10973,8.940288713,-62.96990205,Storfer 2023,1
10974,8.960905859,-65.11433854,Storfer 2023,1
10975,9.126469296,-50.52579627,Storfer 2023,1
10976,9.259082698,-27.48850428,Storfer 2023,1
10977,9.573585067,-64.59422834,Storfer 2023,1
10978,9.73388732,-58.38840419,Storfer 2023,1
10979,9.796264018,-2.956927772,Storfer 2023,1
10980,9.814803948,10.61170431,Storfer 2023,1
10981,9.816331605,-53.13551538,Storfer 2023,1
10982,9.990536731,-51.99573801,Storfer 2023,1
10983,10.02570042,-13.10466881,Storfer 2023,1
10984,10.27908207,-20.32427976,Storfer 2023,1
10986,10.5475,-40.7756,Storfer 2023,1
10987,10.56090376,-8.419853035,Storfer 2023,1
10988,10.65382968,6.413712825,Storfer 2023,1
10989,10.756,-16.489,Storfer 2023,1
10990,10.9963,-20.5453,Storfer 2023,1
10991,11.07403711,32.49492715,Storfer 2023,1
10992,11.41956035,-35.14135607,Storfer 2023,1
10993,11.46431686,16.00039263,Storfer 2023,1
10994,11.46692202,-10.08398088,Storfer 2023,1
10995,11.49478761,-33.24773459,Storfer 2023,1
10996,11.69543186,11.30716715,Storfer 2023,1
10997,11.8722,-56.786,Storfer 2023,1
10998,11.96648138,-31.31427395,Storfer 2023,1
10999,12.07231828,-18.14812835,Storfer 2023,1
11000,12.30739453,-25.64285773,Storfer 2023,1
11001,12.36785175,-18.00570724,Storfer 2023,1
11002,12.40253184,19.00515331,Storfer 2023,1
11003,12.44093632,-11.8112667,Storfer 2023,1
11004,12.52463367,-19.85887952,Storfer 2023,1
11005,12.71017061,-5.607058148,Storfer 2023,1
11006,12.72918004,-42.43556688,Storfer 2023,1
11007,13.029,-14.4634,Storfer 2023,1
11009,13.22708754,-30.62526447,Storfer 2023,1
11010,13.52021649,-30.96923953,Storfer 2023,1
11011,13.53757641,-47.09664801,Storfer 2023,1
11012,13.54980921,-27.64955633,Storfer 2023,1
11013,13.65294705,-16.81493397,Storfer 2023,1
11014,14.00367336,-16.99987349,Storfer 2023,1
11016,14.26667344,-32.37510471,Storfer 2023,1
11017,14.27108505,-12.35793102,Storfer 2023,1
11018,14.4704,2.9057,Storfer 2023,1
11019,14.6089791,-23.87752601,Storfer 2023,1
11020,14.61968955,-12.26649089,Storfer 2023,1
11021,14.65207857,-33.1403941,Storfer 2023,1
11022,14.69207342,-22.58589842,Storfer 2023,1
11023,15.00477743,-47.55109959,Storfer 2023,1
11025,15.14827615,-19.29757197,Storfer 2023,1
11026,15.20322533,-13.87285094,Storfer 2023,1
11028,15.3411,-19.0076,Storfer 2023,1
11030,15.37407075,-47.45301919,Storfer 2023,1
11032,15.44164576,-11.88512149,Storfer 2023,1
11033,15.5048,-61.3846,Storfer 2023,1
11034,15.56114415,-31.30642744,Storfer 2023,1
11035,15.56466987,-55.6342549,Storfer 2023,1
11036,15.608322,-22.14708672,Storfer 2023,1
11037,15.68102959,-18.95386788,Storfer 2023,1
11038,15.7203,-26.8256,Storfer 2023,1
11040,15.97703693,5.839172174,Storfer 2023,1
11041,16.06798405,-4.601670973,Storfer 2023,1
11042,16.17861511,-6.756638089,Storfer 2023,1
11044,16.43619958,-46.00609243,Storfer 2023,1
11045,16.44208621,-24.17531176,Storfer 2023,1
11047,16.52533166,-14.30648732,Storfer 2023,1
11048,16.56456537,-53.92944513,Storfer 2023,1
11049,17.03887467,4.106791302,Storfer 2023,1
11050,17.07476189,-16.21137348,Storfer 2023,1
11051,17.09347163,-19.3170584,Storfer 2023,1
11052,17.12120911,-27.98425763,Storfer 2023,1
11053,17.12805338,15.49958063,Storfer 2023,1
11054,17.31719498,-8.638430762,Storfer 2023,1
11055,17.4429001,1.333909871,Storfer 2023,1
11056,17.44546043,-37.69670439,Storfer 2023,1
11058,17.5839,-59.3677,Storfer 2023,1
11059,17.66673291,14.79270765,Storfer 2023,1
11060,17.7432384,-18.06823937,Storfer 2023,1
11061,17.99413162,-19.68945087,Storfer 2023,1
11062,18.11592304,-27.69908458,Storfer 2023,1
11064,18.36092869,6.095567771,Storfer 2023,1
11066,18.41289369,-22.02559311,Storfer 2023,1
11067,18.50455714,-43.3229961,Storfer 2023,1
11068,18.5135808,3.114895171,Storfer 2023,1
11069,18.60829827,-55.04522367,Storfer 2023,1
11070,18.61652323,-2.415809415,Storfer 2023,1
11071,18.70991032,-40.65783172,Storfer 2023,1
11072,18.88907367,-19.50059995,Storfer 2023,1
11073,18.93133144,-50.55834911,Storfer 2023,1
11074,19.04278335,-12.88694614,Storfer 2023,1
11075,19.19244905,-54.06581265,Storfer 2023,1
11076,19.2551255,-14.43189089,Storfer 2023,1
11077,19.28658749,-64.49737535,Storfer 2023,1
11078,19.46899397,-13.40651103,Storfer 2023,1
11080,19.513,4.5946,Storfer 2023,1
11082,19.57270516,-2.209000103,Storfer 2023,1
11084,19.67441862,5.870095804,Storfer 2023,1
11085,20.0023,-34.0247,Storfer 2023,1
11086,20.06082028,-62.07737799,Storfer 2023,1
11087,20.09036273,-16.50310228,Storfer 2023,1
11088,20.10042864,-51.08959093,Storfer 2023,1
11089,20.20954376,-22.74117952,Storfer 2023,1
11090,20.22234705,-10.97611295,Storfer 2023,1
11091,20.25279921,29.08340477,Storfer 2023,1
11092,20.34184138,-30.89558042,Storfer 2023,1
11093,20.60730683,-9.5446403,Storfer 2023,1
11094,20.69929212,-49.22843914,Storfer 2023,1
11095,20.72836766,-49.30494249,Storfer 2023,1
11097,20.92324936,-13.01821408,Storfer 2023,1
11098,20.96337669,-36.227669,Storfer 2023,1
11100,21.43435857,-21.05076402,Storfer 2023,1
11101,21.53566284,0.2455402804,Storfer 2023,1
11102,21.57318118,-25.60800285,Storfer 2023,1
11103,21.67434598,-16.3570221,Storfer 2023,1
11104,21.72090998,-64.19471179,Storfer 2023,1
11105,21.73899181,-15.97236981,Storfer 2023,1
11106,21.86250366,-27.99135286,Storfer 2023,1
11107,22.01849604,-6.543476555,Storfer 2023,1
11108,22.3413,-23.9114,Storfer 2023,1
11109,22.57198663,22.16508491,Storfer 2023,1
11110,22.73124734,-54.13641298,Storfer 2023,1
11111,22.9455,-60.2332,Storfer 2023,1
11112,22.9685686,-14.69814099,Storfer 2023,1
11113,23.10961755,-37.70725108,Storfer 2023,1
11114,23.22102865,-15.04619914,Storfer 2023,1
11115,23.25353429,-8.720768377,Storfer 2023,1
11116,23.26520131,-2.723016119,Storfer 2023,1
11117,23.50071493,-60.59590819,Storfer 2023,1
11118,23.68801895,17.37183978,Storfer 2023,1
11119,23.90788311,-16.19106061,Storfer 2023,1
11120,24.02186108,-11.13014378,Storfer 2023,1
11121,24.05204137,-11.24280035,Storfer 2023,1
11122,24.10331536,17.32605141,Storfer 2023,1
11124,24.2693,-46.0428,Storfer 2023,1
11125,24.56282028,-47.06743079,Storfer 2023,1
11126,24.79121838,-24.43079681,Storfer 2023,1
11127,24.8129,-7.5506,Storfer 2023,1
11128,24.85312432,-10.60781026,Storfer 2023,1
11129,24.89070463,1.339104473,Storfer 2023,1
11130,24.962,-61.9914,Storfer 2023,1
11132,25.04775675,8.592218276,Storfer 2023,1
11133,25.10166584,-27.91563046,Storfer 2023,1
11135,25.15493803,-43.74675413,Storfer 2023,1
11136,25.23708857,-30.7311347,Storfer 2023,1
11137,25.2789,-44.6739,Storfer 2023,1
11138,25.2913376,-64.19722785,Storfer 2023,1
11139,25.36009883,-50.87318673,Storfer 2023,1
11140,25.45161509,-30.60007733,Storfer 2023,1
11141,25.48046389,-38.43889575,Storfer 2023,1
11142,25.55529562,-52.29144901,Storfer 2023,1
11143,25.76856704,6.473586741,Storfer 2023,1
11144,25.82605046,2.892825605,Storfer 2023,1
11145,25.90846635,-18.86265139,Storfer 2023,1
11146,25.94803449,-3.47566124,Storfer 2023,1
11147,25.96324097,-52.45732544,Storfer 2023,1
11148,25.96466358,-26.05074611,Storfer 2023,1
11149,25.98901768,-0.3559683957,Storfer 2023,1
11150,26.1993,-25.3795,Storfer 2023,1
11151,26.21244963,29.68863038,Storfer 2023,1
11154,26.52184942,-9.163394453,Storfer 2023,1
11155,26.78890596,-40.47502849,Storfer 2023,1
11158,27.29085218,-4.669485548,Storfer 2023,1
11160,27.41242691,-29.20224232,Storfer 2023,1
11161,27.54054598,21.72762756,Storfer 2023,1
11163,27.83756484,-11.18414794,Storfer 2023,1
11164,27.90626956,-12.65443056,Storfer 2023,1
11165,27.96573572,-31.80423273,Storfer 2023,1
11166,27.98404013,-18.71171444,Storfer 2023,1
11167,28.06048463,-11.9903403,Storfer 2023,1
11168,28.09353069,-25.97805644,Storfer 2023,1
11169,28.26360453,-39.42751967,Storfer 2023,1
11171,28.31620416,-32.95934456,Storfer 2023,1
11172,28.37430773,-62.51950721,Storfer 2023,1
11173,28.3927,1.6365,Storfer 2023,1
11175,28.4654,9.1869,Storfer 2023,1
11176,28.4777,-33.8289,Storfer 2023,1
11177,28.49801604,-14.6512448,Storfer 2023,1
11178,28.76867064,-33.00405137,Storfer 2023,1
11179,29.13229309,20.04044183,Storfer 2023,1
11180,29.19785773,-37.02869058,Storfer 2023,1
11181,29.30068996,-11.26733207,Storfer 2023,1
11182,29.37679434,-2.489427897,Storfer 2023,1
11183,29.51051947,-1.023833758,Storfer 2023,1
11184,29.60767583,-47.2779043,Storfer 2023,1
11185,29.84308471,-46.67239534,Storfer 2023,1
11186,29.86832122,-33.16400965,Storfer 2023,1
11188,29.99837873,-63.71483599,Storfer 2023,1
11189,30.01118122,-3.906641034,Storfer 2023,1
11190,30.06706843,28.35696559,Storfer 2023,1
11191,30.30487808,-41.15982684,Storfer 2023,1
11192,30.31190661,-0.7580103378,Storfer 2023,1
11193,30.372228,-14.70515153,Storfer 2023,1
11194,30.44962386,-20.38429053,Storfer 2023,1
11197,30.97422632,12.46834094,Storfer 2023,1
11198,31.02812944,-12.2898163,Storfer 2023,1
11199,31.11085356,-19.71988608,Storfer 2023,1
11200,31.2886,-37.4712,Storfer 2023,1
11201,31.52570687,-37.63094192,Storfer 2023,1
11203,31.59713447,-29.37239985,Storfer 2023,1
11205,31.64676426,-8.89152938,Storfer 2023,1
11206,31.93508456,-64.35387074,Storfer 2023,1
11207,31.99675508,-10.87810183,Storfer 2023,1
11208,32.013,-43.2969,Storfer 2023,1
11209,32.08452649,-45.83923773,Storfer 2023,1
11210,32.35005239,-49.33218066,Storfer 2023,1
11211,32.41507567,-36.99131999,Storfer 2023,1
11213,32.6589,1.8087,Storfer 2023,1
11215,32.74672145,-28.8991661,Storfer 2023,1
11217,33.02700467,-25.67106574,Storfer 2023,1
11218,33.04917318,-28.24494547,Storfer 2023,1
11219,33.06932649,-43.07404016,Storfer 2023,1
11221,33.21081491,-21.46320472,Storfer 2023,1
11222,33.2962284,-26.09077062,Storfer 2023,1
11223,33.3148,-39.6708,Storfer 2023,1
11224,33.39029715,-44.48677364,Storfer 2023,1
11226,33.60966969,-46.59888717,Storfer 2023,1
11228,33.8239025,-0.2636505148,Storfer 2023,1
11229,33.89459897,-1.228592447,Storfer 2023,1
11230,33.96379645,-43.88115524,Storfer 2023,1
11231,34.02693279,-33.80946885,Storfer 2023,1
11232,34.23296281,-43.43084707,Storfer 2023,1
11233,34.28025071,-38.3187663,Storfer 2023,1
11234,34.36245766,-35.35626839,Storfer 2023,1
11235,34.39879609,-36.0311903,Storfer 2023,1
11236,34.42562552,-38.42738626,Storfer 2023,1
11239,34.70603332,-34.58847743,Storfer 2023,1
11240,34.72534398,-37.51209958,Storfer 2023,1
11241,34.76054182,0.08168890301,Storfer 2023,1
11242,34.7890458,-18.56402712,Storfer 2023,1
11243,34.80370917,-21.42343329,Storfer 2023,1
11244,34.82171457,-48.54023776,Storfer 2023,1
11246,35.14158613,-20.58034279,Storfer 2023,1
11247,35.21602837,-23.54386117,Storfer 2023,1
11248,35.32668999,-27.64219157,Storfer 2023,1
11249,35.43907058,-16.11548486,Storfer 2023,1
11250,35.55835766,-1.136955361,Storfer 2023,1
11251,35.5686,-36.9341,Storfer 2023,1
11252,35.67551701,-52.76913115,Storfer 2023,1
11253,35.75712237,-15.51528178,Storfer 2023,1
11254,35.79191748,-0.952504286,Storfer 2023,1
11256,36.03978865,-10.96882897,Storfer 2023,1
11257,36.07086398,-34.90792942,Storfer 2023,1
11259,36.13028929,-16.26922138,Storfer 2023,1
11260,36.18892129,-28.68121271,Storfer 2023,1
11261,36.28260916,-48.8492904,Storfer 2023,1
11262,36.4988654,-28.51282941,Storfer 2023,1
11263,36.92973246,-28.45404172,Storfer 2023,1
11264,36.98813536,-25.42902361,Storfer 2023,1
11265,37.09085094,-31.00032582,Storfer 2023,1
11266,37.14567983,9.752178195,Storfer 2023,1
11267,37.19235918,-18.1253424,Storfer 2023,1
11268,37.24458604,-57.19094886,Storfer 2023,1
11269,37.3106815,-26.59449717,Storfer 2023,1
11270,37.42882498,-12.13481703,Storfer 2023,1
11271,37.56861067,-42.98025769,Storfer 2023,1
11272,37.58070451,1.282755941,Storfer 2023,1
11274,37.81821538,-45.38406709,Storfer 2023,1
11275,37.8349294,-29.97915672,Storfer 2023,1
11276,38.03169483,0.2083331368,Storfer 2023,1
11278,38.0767696,-44.34862544,Storfer 2023,1
11279,38.08530361,-13.33825619,Storfer 2023,1
11280,38.18329768,-28.41032206,Storfer 2023,1
11281,38.24244204,-9.618679668,Storfer 2023,1
11282,38.25580199,17.15726201,Storfer 2023,1
11283,38.27346396,-6.885752764,Storfer 2023,1
11284,38.349,5.9994,Storfer 2023,1
11285,38.40908326,24.55545545,Storfer 2023,1
11286,38.45765924,-31.04616089,Storfer 2023,1
11287,38.56779805,-21.34403782,Storfer 2023,1
11288,38.6156141,-33.68828754,Storfer 2023,1
11289,38.64612366,-48.8853648,Storfer 2023,1
11292,39.16486979,0.4825883296,Storfer 2023,1
11294,39.42890764,-37.71929077,Storfer 2023,1
11295,39.44446995,-23.1918923,Storfer 2023,1
11296,39.4719,8.8363,Storfer 2023,1
11297,40.26662938,-50.11302743,Storfer 2023,1
11298,40.31843649,-61.1758021,Storfer 2023,1
11299,40.47953174,-23.34376458,Storfer 2023,1
11300,40.4872,-43.096,Storfer 2023,1
11302,40.56847808,-44.28964716,Storfer 2023,1
11303,40.60668053,-40.21677868,Storfer 2023,1
11304,40.6071,-50.525,Storfer 2023,1
11305,40.68870874,-31.29331957,Storfer 2023,1
11306,40.93939619,-11.70505253,Storfer 2023,1
11307,41.21533118,-42.45907558,Storfer 2023,1
11308,41.42070577,3.63549144,Storfer 2023,1
11309,41.53851184,-62.8498358,Storfer 2023,1
11310,41.55954259,-55.6476552,Storfer 2023,1
11311,41.62536444,-2.440940873,Storfer 2023,1
11312,41.65940776,-40.93248473,Storfer 2023,1
11313,41.81472918,-33.62853194,Storfer 2023,1
11314,41.83676663,5.745405382,Storfer 2023,1
11315,41.9210606,-45.07054612,Storfer 2023,1
11316,42.05554581,8.441517027,Storfer 2023,1
11317,42.0614881,-3.900199139,Storfer 2023,1
11318,42.2364,-7.4787,Storfer 2023,1
11319,42.25627139,-36.66164059,Storfer 2023,1
11320,42.31213505,-60.14931489,Storfer 2023,1
11321,42.56088906,3.074905106,Storfer 2023,1
11322,42.67422848,-58.16345508,Storfer 2023,1
11323,42.69488763,-51.66326262,Storfer 2023,1
11324,42.69667881,-16.79979725,Storfer 2023,1
11325,42.87093016,-43.29750531,Storfer 2023,1
11326,42.99458539,-37.54999087,Storfer 2023,1
11327,43.30537397,-9.925218264,Storfer 2023,1
11328,43.59753828,-1.795126724,Storfer 2023,1
11329,43.76108437,-55.68589054,Storfer 2023,1
11331,44.09439726,-10.38339388,Storfer 2023,1
11332,44.4251,-42.9771,Storfer 2023,1
11333,44.65993948,-38.98332854,Storfer 2023,1
11334,44.697026,-11.12177771,Storfer 2023,1
11335,44.73573898,-35.95896696,Storfer 2023,1
11336,44.7948,-53.6808,Storfer 2023,1
11337,44.87565491,-59.6900082,Storfer 2023,1
11338,44.8856,0.2318,Storfer 2023,1
11339,44.90710332,-27.33601645,Storfer 2023,1
11340,44.96383335,-61.24007989,Storfer 2023,1
11341,45.0486739,-8.491500925,Storfer 2023,1
11342,45.06998883,-39.78056784,Storfer 2023,1
11343,45.14725625,-11.04910027,Storfer 2023,1
11344,45.1727707,-44.82651027,Storfer 2023,1
11348,45.6667,-5.1412,Storfer 2023,1
11349,45.92984832,-46.81426894,Storfer 2023,1
11350,46.10831141,-63.24197674,Storfer 2023,1
11351,46.37359965,-27.89957774,Storfer 2023,1
11352,46.39298463,-28.03778599,Storfer 2023,1
11353,46.65901315,-57.54066774,Storfer 2023,1
11354,46.67410923,-12.90019642,Storfer 2023,1
11355,46.69905426,-50.3145483,Storfer 2023,1
11356,46.95854083,-19.79791055,Storfer 2023,1
11357,47.18882123,-41.76208568,Storfer 2023,1
11358,47.25147729,-42.0029007,Storfer 2023,1
11359,47.25289129,-42.39995831,Storfer 2023,1
11360,47.71308179,-9.813958003,Storfer 2023,1
11361,47.73824351,-56.4124804,Storfer 2023,1
11362,47.75699177,-9.736301871,Storfer 2023,1
11363,47.8338114,-29.09305745,Storfer 2023,1
11364,47.98818168,-43.88100254,Storfer 2023,1
11365,48.00109672,-14.20619317,Storfer 2023,1
11366,48.00509603,-7.368939165,Storfer 2023,1
11367,48.08872945,-29.76632271,Storfer 2023,1
11368,48.3770457,-27.94773631,Storfer 2023,1
11369,48.38002761,-57.61295186,Storfer 2023,1
11370,48.3900829,-14.3396301,Storfer 2023,1
11371,48.66489253,-24.90594771,Storfer 2023,1
11372,48.89246154,-44.13280075,Storfer 2023,1
11373,49.0313,-20.7766,Storfer 2023,1
11374,49.28119585,-38.36087208,Storfer 2023,1
11375,49.45322752,-57.76293197,Storfer 2023,1
11376,49.45863228,-46.58398602,Storfer 2023,1
11378,49.55021436,-31.78196559,Storfer 2023,1
11380,50.02627597,-62.79880598,Storfer 2023,1
11381,50.40923116,-51.83935616,Storfer 2023,1
11382,50.88970843,-15.47987514,Storfer 2023,1
11383,50.94495132,-27.45723487,Storfer 2023,1
11384,51.0093,-34.7217,Storfer 2023,1
11385,51.14475369,-1.246272859,Storfer 2023,1
11386,51.555972,-17.85269374,Storfer 2023,1
11387,51.58770205,-56.73136383,Storfer 2023,1
11388,51.95429008,-36.85236961,Storfer 2023,1
11389,52.00832621,-37.20489835,Storfer 2023,1
11390,52.0088501,-22.24530151,Storfer 2023,1
11391,52.03080557,-56.68737081,Storfer 2023,1
11392,52.09235027,-9.066651372,Storfer 2023,1
11393,52.17624955,-21.28538198,Storfer 2023,1
11394,52.33041935,-42.62556534,Storfer 2023,1
11395,52.59357721,-12.26871471,Storfer 2023,1
11396,52.6142514,-55.35681463,Storfer 2023,1
11397,52.68761873,-49.02961813,Storfer 2023,1
11398,52.761261,-61.9216418,Storfer 2023,1
11399,52.76791955,-22.42948791,Storfer 2023,1
11400,52.8653581,-48.0671552,Storfer 2023,1
11401,52.90783499,-59.79699397,Storfer 2023,1
11402,53.1463937,-1.338582983,Storfer 2023,1
11403,53.2269696,-8.985444366,Storfer 2023,1
11404,53.23463037,-40.86186874,Storfer 2023,1
11405,53.26359017,-48.34480391,Storfer 2023,1
11406,53.32423845,-13.45500533,Storfer 2023,1
11408,53.54556981,-14.30397827,Storfer 2023,1
11409,53.55216902,-11.0177589,Storfer 2023,1
11410,53.59638832,-59.16851702,Storfer 2023,1
11411,53.89122366,-9.102516189,Storfer 2023,1
11412,54.05532385,-21.61182019,Storfer 2023,1
11413,54.15840787,-42.56498705,Storfer 2023,1
11414,54.27885671,-60.18865405,Storfer 2023,1
11415,54.29342257,-63.8651085,Storfer 2023,1
11416,54.62519634,-18.16631649,Storfer 2023,1
11417,54.64229649,-40.86241004,Storfer 2023,1
11418,54.74379407,-52.4256052,Storfer 2023,1
11419,54.75353252,-33.52866991,Storfer 2023,1
11420,54.7652056,-36.83653508,Storfer 2023,1
11422,54.89838395,-4.229049328,Storfer 2023,1
11423,54.89996172,-37.1734186,Storfer 2023,1
