row_id,ra,dec,score,in_neuralens_l18,in_neuralens_shielded,in_huang2020,in_huang2021,in_hsu2025,in_any
216187_3249,33.2501325215718,-20.254867817967988,0.9994899034500122,False,False,False,False,False,False
136400_4187,46.87057953190839,-35.97439283449141,0.9994897842407227,False,False,False,False,False,False
327652_991,41.038371839947715,-0.5986113142186718,0.999489426612854,False,False,False,False,False,False
539234_2384,227.35275808984827,39.027869915423274,0.9994887113571167,True,False,False,True,False,True
228549_5863,60.15689990677728,-17.940779462144082,0.9994882345199585,False,False,False,False,False,False
388698_5686,245.57077306274974,10.095549183864273,0.9994879961013794,False,False,False,False,False,False
326730_2793,170.60802046773844,-0.7483123352727148,0.9994872808456421,False,False,False,False,False,False
97776_6110,333.50812199007294,-44.89499104614438,0.9994868040084839,False,False,False,False,False,False
103958_5190,320.2556359159913,-43.433253262170425,0.9994862079620361,False,False,False,False,False,False
289350_4573,164.805122772833,-7.144867677564192,0.9994862079620361,False,False,False,False,False,False
113631_5374,338.5893774882497,-41.17783192310586,0.999485969543457,False,False,False,False,False,False
242354_226,61.29995215753103,-15.61320238762868,0.9994854927062988,True,False,False,True,False,True
67399_668,334.8453020600961,-53.07847677352155,0.9994847774505615,False,False,False,False,False,False
429674_378,344.5566934824981,17.15057763170768,0.999484658241272,True,False,False,True,False,True
343178_3447,322.6958073810353,1.9990579726202882,0.9994843006134033,False,False,False,False,False,False
429872_1469,36.19224621315729,17.449082945377633,0.9994840621948242,False,False,False,False,False,False
189721_6054,62.85982058383015,-25.151967087380232,0.9994837045669556,False,False,False,False,False,False
196259_2519,58.82516269957757,-24.044075212045367,0.9994833469390869,False,False,False,False,False,False
198769_3727,23.726618831363943,-23.497762539293717,0.9994832277297974,False,False,False,False,False,False
412504_870,208.22733488379555,14.169403966333034,0.9994829893112183,False,False,False,False,False,False
