name,RA,DEC,grade,score,resnet_model,region,probability,tractor_type,spec_z,photo_z,score_l18,sep_l18,in_parent_l18,score_shielded,sep_shielded,in_parent_shielded,in_training,score_combined,in_parent_combined
DESI-028.7845-25.8463,28.7845,-25.8463,C,2.0,l18,DECaLS,1.0,DC,,0.554+/-0.038,0.9998689889907837,0.13606409017029297,True,0.9995222091674805,0.13606409017029297,True,True,0.9998689889907837,True
DESI-029.1389-02.4224,29.1389,-2.4224,C,2.5,shielded,DECaLS,0.52,REX,,0.616+/-0.118,0.9275843501091003,2.46597599823024,True,0.9866936802864075,2.46597599823024,True,False,0.9866936802864075,True
DESI-029.1423-15.5876,29.1423,-15.5876,C,2.5,shielded,DECaLS,0.74,REX,0.395,,0.013926396146416664,30.370086773413213,False,0.042952992022037506,30.370086773413213,False,False,0.042952992022037506,False
DESI-029.3642+22.9216,29.3642,22.9216,C,2.0,l18,DECaLS,0.24,DC,0.2454,,0.9985234141349792,0.14572365593057493,True,0.8826031684875488,0.14572365593057493,True,True,0.9985234141349792,True
DESI-029.3687-05.2778,29.3687,-5.2778,C,2.0,l18,DECaLS,0.82,DC,0.5985,,0.997240424156189,0.10915952539161854,True,0.9891200065612793,0.10915952539161854,True,True,0.997240424156189,True
DESI-029.4504-01.1535,29.4504,-1.1535,C,2.5,l18,DECaLS,0.12,DC,0.5416,,0.9847493767738342,0.19454360083432226,True,0.9994009733200073,0.19454360083432226,True,True,0.9994009733200073,True
DESI-029.4673-27.8568,29.4673,-27.8568,C,2.0,l18,DECaLS,0.89,DC,,0.782+/-0.027,0.9990662932395935,0.2021971337069942,True,0.9985074400901794,0.2021971337069942,True,True,0.9990662932395935,True
DESI-029.5569-11.2721,29.5569,-11.2721,C,2.5,l18,DECaLS,0.99,DC,,0.368+/-0.022,0.9999045133590698,0.09429919569189425,True,0.99974125623703,0.09429919569189425,True,True,0.9999045133590698,True
DESI-029.7821-32.2109,29.7821,-32.2109,C,2.0,shielded,DECaLS,0.33,REX,,0.631+/-0.079,0.0008266305085271597,38.74508276561209,False,0.0033458711113780737,38.74508276561209,False,False,0.0033458711113780737,False
DESI-029.7900-18.9500,29.79,-18.95,C,2.5,l18,DECaLS,0.99,DC,0.3393,,0.9993581175804138,0.18200623195219465,True,0.9990059733390808,0.18200623195219465,True,True,0.9993581175804138,True
DESI-029.9230+29.5992,29.923,29.5992,C,2.0,l18,DECaLS,0.14,DC,0.3444,,0.9962245225906372,0.17108131901970897,True,0.9935821294784546,0.17108131901970897,True,True,0.9962245225906372,True
DESI-029.9687-27.8439,29.9687,-27.8439,C,2.0,l18,DECaLS,1.0,DC,,0.789+/-0.276,0.9755985736846924,0.14289985081509904,True,0.9669046998023987,0.14289985081509904,True,True,0.9755985736846924,True
DESI-030.1018-10.7692,30.1018,-10.7692,C,2.0,shielded,DECaLS,0.62,DC,,0.272+/-0.029,0.9457544088363647,0.07691697010978027,True,0.9763039946556091,0.07691697010978027,True,False,0.9763039946556091,True
DESI-030.1108-08.6449,30.1108,-8.6449,C,2.0,l18,DECaLS,0.23,DC,0.3965,,0.9902552962303162,0.2122816255250283,True,0.9784364104270935,0.2122816255250283,True,True,0.9902552962303162,True
DESI-030.1551+14.4092,30.1551,14.4092,C,2.0,l18,DECaLS,0.75,DC,0.504,,0.9994140863418579,0.07899722586159041,True,0.9944656491279602,0.07899722586159041,True,True,0.9994140863418579,True
DESI-030.1743-11.0445,30.1743,-11.0445,C,2.5,shielded,DECaLS,0.99,DC,,0.176+/-0.011,0.999591052532196,0.028322906792206302,True,0.9878759384155273,0.028322906792206302,True,False,0.999591052532196,True
DESI-030.2531-36.7018,30.2531,-36.7018,C,2.5,shielded,DECaLS,0.92,REX,,0.487+/-0.107,0.005312477238476276,12.921080059441527,False,0.0077994694001972675,12.921080059441527,False,False,0.0077994694001972675,False
DESI-030.3065-26.0892,30.3065,-26.0892,C,2.0,shielded,DECaLS,0.2,REX,,0.855+/-0.125,0.0820368230342865,18.33431599254524,False,0.005561047233641148,18.33431599254524,False,False,0.0820368230342865,False
DESI-030.7600-06.6024,30.76,-6.6024,C,2.0,l18,DECaLS,0.98,DC,0.4935,,0.9993027448654175,0.10252439085897458,True,0.9997962117195129,0.10252439085897458,True,True,0.9997962117195129,True
DESI-030.7806-22.7856,30.7806,-22.7856,C,2.0,l18,DECaLS,0.99,DC,,0.347+/-0.038,0.9939141869544983,0.1156012284843767,True,0.998948872089386,0.1156012284843767,True,True,0.998948872089386,True
DESI-030.8121-15.9384,30.8121,-15.9384,C,2.0,l18,DECaLS,0.99,DC,,0.685+/-0.070,0.9933285713195801,0.05975810370530688,True,0.9982228875160217,0.05975810370530688,True,True,0.9982228875160217,True
DESI-030.9153-31.0823,30.9153,-31.0823,C,2.5,l18,DECaLS,0.93,DC,,0.474+/-0.052,0.9998657703399658,0.11763395806820484,True,0.9996659755706787,0.11763395806820484,True,True,0.9998657703399658,True
DESI-031.1304-19.3899,31.1304,-19.3899,C,2.0,shielded,DECaLS,0.26,REX,,0.780+/-0.046,0.026956720277667046,6.443266089876551,False,0.5557129979133606,6.443266089876551,False,False,0.5557129979133606,False
DESI-031.2607-21.8603,31.2607,-21.8603,C,2.0,shielded,DECaLS,0.16,REX,,0.858+/-0.077,0.39084330201148987,24.025198161998482,False,0.6815242767333984,24.025198161998482,False,False,0.6815242767333984,False
DESI-031.3554-16.4083,31.3554,-16.4083,C,2.0,l18,DECaLS,0.21,DC,,0.770+/-0.075,0.9805380702018738,0.2294580435216604,True,0.9725006818771362,0.2294580435216604,True,True,0.9805380702018738,True
DESI-031.3590-24.5664,31.359,-24.5664,C,2.0,shielded,DECaLS,0.3,REX,,0.592+/-0.053,0.01342927198857069,31.283842900464663,False,0.009382963180541992,31.283842900464663,False,False,0.01342927198857069,False
DESI-031.4976-21.1722,31.4976,-21.1722,C,2.0,l18,DECaLS,0.14,DC,,0.716+/-0.090,0.9999245405197144,0.14365908300910216,True,0.9999059438705444,0.14365908300910216,True,True,0.9999245405197144,True
DESI-031.6715-02.0052,31.6715,-2.0052,C,2.0,l18,DECaLS,0.82,DC,0.7005,,0.9901166558265686,0.09491992382503768,True,0.9821068644523621,0.09491992382503768,True,True,0.9901166558265686,True
DESI-031.7319-31.7726,31.7319,-31.7726,C,2.0,l18,DECaLS,0.25,DC,,0.607+/-0.014,0.10319600999355316,0.18791077368732736,True,0.6211652755737305,0.18791077368732736,True,True,0.6211652755737305,True
DESI-031.8616-27.2286,31.8616,-27.2286,C,2.0,l18,DECaLS,0.62,DC,,0.820+/-0.029,0.9998362064361572,0.10283425569802476,True,0.9995323419570923,0.10283425569802476,True,True,0.9998362064361572,True
DESI-032.0005-17.7739,32.0005,-17.7739,C,2.0,l18,DECaLS,0.88,DC,,0.908+/-0.056,0.7882155179977417,0.08312875662426494,True,0.9118378162384033,0.08312875662426494,True,True,0.9118378162384033,True
DESI-032.1245-18.3429,32.1245,-18.3429,C,2.0,l18,DECaLS,0.16,DC,0.5606,,0.9948230981826782,0.1341457593068569,True,0.9869096875190735,0.1341457593068569,True,True,0.9948230981826782,True
DESI-032.1994+01.7689,32.1994,1.7689,C,2.0,shielded,DECaLS,0.58,DC,0.4722,,0.9477585554122925,0.13450875826643013,True,0.8146519660949707,0.13450875826643013,True,False,0.9477585554122925,True
DESI-032.2091-25.0391,32.2091,-25.0391,C,2.5,shielded,DECaLS,0.41,REX,,0.449+/-0.019,0.9479387998580933,0.06299926554754466,True,0.9883578419685364,0.06299926554754466,True,False,0.9883578419685364,True
DESI-032.2667+04.8088,32.2667,4.8088,C,2.0,shielded,DECaLS,0.21,REX,0.5005,,0.9973140358924866,0.08131483543712864,True,0.9634186029434204,0.08131483543712864,True,False,0.9973140358924866,True
DESI-032.2674+03.6995,32.2674,3.6995,C,2.0,shielded,DECaLS,0.81,REX,0.2888,,0.9958482980728149,0.6310301401798174,True,0.9914048910140991,0.6310301401798174,True,False,0.9958482980728149,True
DESI-032.4773-30.3485,32.4773,-30.3485,C,2.5,l18,DECaLS,0.2,REX,,0.881+/-0.043,0.0019886656664311886,43.3519821144549,False,0.008610670454800129,43.3519821144549,False,True,0.008610670454800129,False
DESI-032.6664-00.6421,32.6664,-0.6421,C,2.5,shielded,DECaLS,0.26,REX,0.2544,,0.9876091480255127,0.3999634082941652,True,0.9904155731201172,0.3999634082941652,True,False,0.9904155731201172,True
DESI-032.8213+00.3402,32.8213,0.3402,C,2.0,shielded,DECaLS,0.14,REX,0.6059,,0.000792990846093744,14.777065303870545,False,0.0016034638974815607,14.777065303870545,False,False,0.0016034638974815607,False
DESI-032.8584-16.2274,32.8584,-16.2274,C,2.0,l18,DECaLS,0.6,DC,,0.483+/-0.014,0.9988445043563843,0.16687016930380075,True,0.9960116147994995,0.16687016930380075,True,True,0.9988445043563843,True
DESI-033.0297+00.2472,33.0297,0.2472,C,2.0,l18,DECaLS,0.85,DC,0.2135,,0.6348114609718323,0.09463986708303333,True,0.8659967184066772,0.09463986708303333,True,True,0.8659967184066772,True
DESI-033.0826+30.5530,33.0826,30.553,C,2.0,l18,DECaLS,0.71,DC,0.5477,,0.9999637603759766,0.1737544641696632,True,0.9998334646224976,0.1737544641696632,True,True,0.9999637603759766,True
DESI-033.1994-05.9312,33.1994,-5.9312,C,2.0,shielded,DECaLS,0.73,REX,0.5022,,0.0030448560137301683,68.24977324094476,False,0.014414755627512932,68.24977324094476,False,False,0.014414755627512932,False
DESI-033.2069-20.7412,33.2069,-20.7412,C,2.5,l18,DECaLS,0.72,DC,,0.272+/-0.008,0.4807269275188446,0.14306207629880677,True,0.9157640933990479,0.14306207629880677,True,True,0.9157640933990479,True
DESI-033.5356-12.8859,33.5356,-12.8859,C,2.5,l18,DECaLS,0.27,DC,0.5551,,0.9769635796546936,0.24918615507241862,True,0.9928404092788696,0.24918615507241862,True,True,0.9928404092788696,True
DESI-033.7026-24.8797,33.7026,-24.8797,C,2.5,l18,DECaLS,0.92,DC,,0.803+/-0.035,0.9932068586349487,0.08722777173160115,True,0.9971837401390076,0.08722777173160115,True,True,0.9971837401390076,True
DESI-033.7174+19.5413,33.7174,19.5413,C,2.0,l18,DECaLS,1.0,REX,0.618,,0.1773000806570053,37.83319300510031,False,0.781641960144043,37.83319300510031,False,True,0.781641960144043,False
DESI-033.8313-22.6154,33.8313,-22.6154,C,2.5,l18,DECaLS,0.9,DC,,0.390+/-0.014,0.999890923500061,0.15884387005991057,True,0.9994701743125916,0.15884387005991057,True,True,0.999890923500061,True
DESI-034.1856-00.3860,34.1856,-0.386,C,2.5,l18,DECaLS,1.0,DC,0.4583,,0.997975766658783,0.11046966687275091,True,0.9984803795814514,0.11046966687275091,True,True,0.9984803795814514,True
DESI-034.2874-09.2052,34.2874,-9.2052,C,2.5,shielded,DECaLS,0.82,DC,0.1872,,0.7504397630691528,0.13429720285491306,True,0.904720664024353,0.13429720285491306,True,False,0.904720664024353,True
DESI-034.3096-10.0969,34.3096,-10.0969,C,2.5,shielded,DECaLS,0.12,REX,0.6085,,0.0016691858181729913,50.183025969127996,False,0.0011627842904999852,50.183025969127996,False,False,0.0016691858181729913,False
DESI-034.3830+20.9523,34.383,20.9523,C,2.0,shielded,DECaLS,0.71,REX,0.5886,,0.31340304017066956,8.689708630476492,False,0.2527693808078766,8.689708630476492,False,False,0.31340304017066956,False
DESI-034.5247+26.6007,34.5247,26.6007,C,2.0,l18,DECaLS,0.98,DC,,0.460+/-0.040,0.9992658495903015,0.14659616716996435,True,0.9957453608512878,0.14659616716996435,True,True,0.9992658495903015,True
DESI-034.5314-27.6291,34.5314,-27.6291,C,2.0,shielded,DECaLS,0.32,DC,,0.214+/-0.060,0.21007758378982544,0.17679940287960363,True,0.045551661401987076,0.17679940287960363,True,False,0.21007758378982544,True
DESI-034.6677-24.8466,34.6677,-24.8466,C,2.0,l18,DECaLS,0.12,REX,,0.752+/-0.100,0.8380657434463501,4.968239629893829,True,0.9526634812355042,4.968239629893829,True,True,0.9526634812355042,True
DESI-034.7239-16.8684,34.7239,-16.8684,C,2.0,l18,DECaLS,0.75,DC,,0.805+/-0.051,0.9992691874504089,0.12259397891177415,True,0.9991874098777771,0.12259397891177415,True,True,0.9992691874504089,True
DESI-034.8554+05.6438,34.8554,5.6438,C,2.5,l18,DECaLS,0.13,DC,0.6785,,0.999200165271759,0.11625573658899095,True,0.9973351359367371,0.11625573658899095,True,True,0.999200165271759,True
DESI-034.9126-17.6882,34.9126,-17.6882,C,2.5,l18,DECaLS,0.95,DC,,0.538+/-0.014,0.9994718432426453,0.06637594714394175,True,0.9984418749809265,0.06637594714394175,True,True,0.9994718432426453,True
DESI-034.9597-05.9518,34.9597,-5.9518,C,2.0,shielded,DECaLS,0.5,DC,0.6726,,0.9792976379394531,0.16002294526890262,True,0.8570987582206726,0.16002294526890262,True,False,0.9792976379394531,True
DESI-035.0412-28.1798,35.0412,-28.1798,C,2.5,shielded,DECaLS,0.81,DC,,0.305+/-0.008,0.4535062611103058,0.19075090648942086,True,0.6232076287269592,0.19075090648942086,True,False,0.6232076287269592,True
DESI-035.1949+05.8853,35.1949,5.8853,C,2.0,shielded,DECaLS,0.37,REX,0.6358,,0.0005336854956112802,35.593486190080604,False,0.0012195458402857184,35.593486190080604,False,False,0.0012195458402857184,False
DESI-035.2949-23.0878,35.2949,-23.0878,C,2.0,shielded,DECaLS,0.68,DC,,0.267+/-0.011,0.984262228012085,0.16731530361925007,True,0.9765417575836182,0.16731530361925007,True,False,0.984262228012085,True
DESI-035.4007-26.6592,35.4007,-26.6592,C,2.5,l18,DECaLS,0.96,DC,,0.525+/-0.027,0.9505373239517212,0.13947376362947625,True,0.9968246221542358,0.13947376362947625,True,True,0.9968246221542358,True
DESI-036.0382-16.3869,36.0382,-16.3869,C,2.0,l18,DECaLS,0.67,DC,0.4718,,0.6043437719345093,0.18194246806254932,True,0.6929740309715271,0.18194246806254932,True,True,0.6929740309715271,True
DESI-036.0573+19.8696,36.0573,19.8696,C,2.5,l18,DECaLS,0.16,DC,,0.847+/-0.144,0.9987731575965881,0.2669475622380494,True,0.9980950951576233,0.2669475622380494,True,True,0.9987731575965881,True
DESI-036.0992+02.4337,36.0992,2.4337,C,2.0,l18,DECaLS,0.84,DC,0.4826,,0.9987297654151917,0.18449795604510696,True,0.9984642267227173,0.18449795604510696,True,True,0.9987297654151917,True
DESI-036.1196-25.0390,36.1196,-25.039,C,2.0,l18,DECaLS,0.15,DC,,0.534+/-0.013,0.38174450397491455,0.11572459497412015,True,0.9629850387573242,0.11572459497412015,True,True,0.9629850387573242,True
DESI-036.3834-04.8500,36.3834,-4.85,C,2.0,shielded,DECaLS,0.15,REX,0.6087,,0.0064347879961133,112.5797783088147,False,0.004634440410882235,112.5797783088147,False,False,0.0064347879961133,False
DESI-036.7384-29.3340,36.7384,-29.334,C,2.5,l18,DECaLS,0.98,DC,,0.567+/-0.046,0.9975541234016418,0.09781844187555551,True,0.998449444770813,0.09781844187555551,True,True,0.998449444770813,True
DESI-036.8067+29.5796,36.8067,29.5796,C,2.5,l18,DECaLS,0.96,DC,0.4507,,0.998711109161377,0.14155683113380915,True,0.9942822456359863,0.14155683113380915,True,True,0.998711109161377,True
DESI-037.2442-17.2723,37.2442,-17.2723,C,2.0,l18,DECaLS,1.0,REX,,0.868+/-0.064,0.0010822656331583858,34.15650981716844,False,0.001089434721507132,34.15650981716844,False,True,0.001089434721507132,False
DESI-037.3509+10.2791,37.3509,10.2791,C,2.0,l18,DECaLS,0.77,DC,,0.695+/-0.035,0.9940808415412903,0.1577685077189835,True,0.9985713958740234,0.1577685077189835,True,True,0.9985713958740234,True
DESI-037.5061-20.9108,37.5061,-20.9108,C,2.0,l18,DECaLS,0.98,DC,,0.536+/-0.031,0.9998784065246582,0.16745596242245225,True,0.9988161325454712,0.16745596242245225,True,True,0.9998784065246582,True
DESI-037.6346-24.1463,37.6346,-24.1463,C,2.0,l18,DECaLS,0.62,DC,,0.622+/-0.015,0.9994970560073853,0.17584857082714256,True,0.999482274055481,0.17584857082714256,True,True,0.9994970560073853,True
DESI-037.6589-01.8803,37.6589,-1.8803,C,2.5,shielded,DECaLS,0.67,DC,0.2507,,0.9768396019935608,0.05957873039084158,True,0.9923095703125,0.05957873039084158,True,False,0.9923095703125,True
DESI-037.7099-17.5029,37.7099,-17.5029,C,2.0,l18,DECaLS,0.92,REX,,0.816+/-0.051,0.000600182160269469,71.30779929373372,False,0.002527305157855153,71.30779929373372,False,True,0.002527305157855153,False
DESI-038.0192-17.6864,38.0192,-17.6864,C,2.0,shielded,DECaLS,0.47,DC,0.4523,,0.10865265130996704,0.03398629408320601,True,0.7566143870353699,0.03398629408320601,True,False,0.7566143870353699,True
DESI-038.3831-03.4670,38.3831,-3.467,C,2.5,l18,DECaLS,0.51,DC,0.5494,,0.9422730803489685,0.14125806746317135,True,0.9687254428863525,0.14125806746317135,True,True,0.9687254428863525,True
DESI-038.7280-30.9373,38.728,-30.9373,C,2.0,l18,DECaLS,0.99,REX,,0.794+/-0.183,0.0008673926931805909,47.67997198093362,False,0.001159144681878388,47.67997198093362,False,True,0.001159144681878388,False
DESI-038.8158-17.1581,38.8158,-17.1581,C,2.5,shielded,DECaLS,0.27,REX,0.6773,,0.0004593131016008556,82.69429473923047,False,0.002236313885077834,82.69429473923047,False,False,0.002236313885077834,False
DESI-039.2176-31.8548,39.2176,-31.8548,C,2.0,l18,DECaLS,0.31,DC,,0.401+/-0.010,0.8606804013252258,0.13369119449299352,True,0.9456577301025391,0.13369119449299352,True,True,0.9456577301025391,True
DESI-039.3484-30.2921,39.3484,-30.2921,C,2.5,l18,DECaLS,0.97,DC,,0.545+/-0.019,0.9999173879623413,0.061832826745527945,True,0.9995949864387512,0.061832826745527945,True,True,0.9999173879623413,True
DESI-039.6138-15.5779,39.6138,-15.5779,C,2.0,l18,DECaLS,0.11,DC,,0.732+/-0.032,0.8246678709983826,0.185531233939927,True,0.9825551509857178,0.185531233939927,True,True,0.9825551509857178,True
DESI-039.8085-03.7403,39.8085,-3.7403,C,2.5,l18,DECaLS,0.81,DC,,0.686+/-0.046,0.9765834808349609,0.19993658826979271,True,0.9659478664398193,0.19993658826979271,True,True,0.9765834808349609,True
DESI-039.9312-24.9308,39.9312,-24.9308,C,2.5,l18,DECaLS,0.78,DC,,0.661+/-0.016,0.9958800077438354,0.17141077080380301,True,0.9972430467605591,0.17141077080380301,True,True,0.9972430467605591,True
DESI-039.9863-27.1208,39.9863,-27.1208,C,2.5,l18,DECaLS,0.88,DC,,0.521+/-0.033,0.9955800175666809,0.13389087296582197,True,0.9982917904853821,0.13389087296582197,True,True,0.9982917904853821,True
DESI-040.0268-11.4252,40.0268,-11.4252,C,2.5,shielded,DECaLS,0.98,REX,,0.696+/-0.041,0.006649353541433811,57.136845239131205,False,0.0027768181171268225,57.136845239131205,False,False,0.006649353541433811,False
DESI-040.1730-21.4503,40.173,-21.4503,C,2.5,l18,DECaLS,0.91,DC,,0.327+/-0.012,0.9984341263771057,0.10014432232676015,True,0.9951022863388062,0.10014432232676015,True,True,0.9984341263771057,True
DESI-040.6738-21.1358,40.6738,-21.1358,C,2.5,shielded,DECaLS,0.14,REX,,0.317+/-0.026,0.004079507663846016,91.60459235194439,False,0.005192941520363092,91.60459235194439,False,False,0.005192941520363092,False
DESI-041.1156-28.6150,41.1156,-28.615,C,2.5,l18,DECaLS,1.0,DC,,0.476+/-0.012,0.9995219707489014,0.19633743238525916,True,0.9935886859893799,0.19633743238525916,True,True,0.9995219707489014,True
DESI-041.4712-05.9667,41.4712,-5.9667,C,2.5,l18,DECaLS,0.92,DC,0.5731,,0.9551050066947937,0.07038805508710841,True,0.3903656005859375,0.07038805508710841,True,True,0.9551050066947937,True
DESI-042.0215-18.9309,42.0215,-18.9309,C,2.0,shielded,DECaLS,0.46,DC,,0.417+/-0.036,0.8720571994781494,0.16511097322838744,True,0.9961007833480835,0.16511097322838744,True,False,0.9961007833480835,True
DESI-042.0940+02.7825,42.094,2.7825,C,2.5,l18,DECaLS,0.96,REX,0.3859,,0.0008225948549807072,68.30965158219855,False,0.0015418247785419226,68.30965158219855,False,True,0.0015418247785419226,False
DESI-042.1344-12.1016,42.1344,-12.1016,C,2.5,l18,DECaLS,0.98,REX,,0.835+/-0.102,0.001083702314645052,76.937981589031,False,0.004876072518527508,76.937981589031,False,True,0.004876072518527508,False
DESI-042.1475-12.1625,42.1475,-12.1625,C,2.0,shielded,DECaLS,0.86,DC,,0.405+/-0.016,0.9935374855995178,0.17384239978085617,True,0.9986176490783691,0.17384239978085617,True,False,0.9986176490783691,True
DESI-042.2120-27.3537,42.212,-27.3537,C,2.0,shielded,DECaLS,0.76,DC,,0.234+/-0.008,0.9839211702346802,0.15536640735925922,True,0.990092933177948,0.15536640735925922,True,False,0.990092933177948,True
DESI-043.3406-05.1544,43.3406,-5.1544,C,2.0,shielded,DECaLS,0.34,DC,0.5834,,0.07656349241733551,0.23050516029856274,True,0.27626436948776245,0.23050516029856274,True,False,0.27626436948776245,True
DESI-043.3785-12.6509,43.3785,-12.6509,C,2.0,shielded,DECaLS,0.87,DC,,0.746+/-0.048,0.9963796734809875,0.07137316991494067,True,0.9933186769485474,0.07137316991494067,True,False,0.9963796734809875,True
DESI-043.8215-16.6815,43.8215,-16.6815,C,2.5,l18,DECaLS,1.0,DC,0.5032,,0.9995823502540588,0.15242015677745166,True,0.9991639852523804,0.15242015677745166,True,True,0.9995823502540588,True
DESI-044.0165+00.3311,44.0165,0.3311,C,2.0,shielded,DECaLS,0.25,REX,0.6462,,0.005968442186713219,123.1054328231222,False,0.00784026924520731,123.1054328231222,False,False,0.00784026924520731,False
DESI-044.2789-16.7736,44.2789,-16.7736,C,2.0,shielded,DECaLS,0.41,DC,,0.368+/-0.010,0.974617063999176,0.16170259768795586,True,0.9942725896835327,0.16170259768795586,True,False,0.9942725896835327,True
DESI-044.3388-28.8952,44.3388,-28.8952,C,2.0,shielded,DECaLS,0.36,DC,,0.939+/-0.108,0.9983813762664795,0.1721264643055357,True,0.9962466359138489,0.1721264643055357,True,False,0.9983813762664795,True
DESI-044.4764-23.3071,44.4764,-23.3071,C,2.5,shielded,DECaLS,0.33,REX,,0.283+/-0.046,0.002655800199136138,27.924491628139634,False,0.002524416893720627,27.924491628139634,False,False,0.002655800199136138,False
DESI-044.5307-13.8106,44.5307,-13.8106,C,2.0,l18,DECaLS,0.35,DC,,0.672+/-0.082,0.9989967942237854,0.11642855252009635,True,0.9971076846122742,0.11642855252009635,True,True,0.9989967942237854,True
DESI-044.7621-07.8029,44.7621,-7.8029,C,2.0,shielded,DECaLS,0.75,DC,0.6841,,0.9970670342445374,0.06843282019124765,True,0.9962561130523682,0.06843282019124765,True,False,0.9970670342445374,True
DESI-044.9661-38.8328,44.9661,-38.8328,C,2.0,shielded,DECaLS,0.41,REX,,0.660+/-0.089,0.0021438428666442633,122.26679640518036,False,0.0018164166249334812,122.26679640518036,False,False,0.0021438428666442633,False
DESI-044.9848-10.2476,44.9848,-10.2476,C,2.5,shielded,DECaLS,0.95,REX,,0.433+/-0.027,0.9998487234115601,0.12847514537083474,True,0.992327868938446,0.12847514537083474,True,False,0.9998487234115601,True
DESI-044.9857-26.8724,44.9857,-26.8724,C,2.0,l18,DECaLS,1.0,DC,,0.445+/-0.009,0.9993201494216919,0.16034449244393673,True,0.9995278120040894,0.16034449244393673,True,True,0.9995278120040894,True
DESI-045.0813+04.4270,45.0813,4.427,C,2.0,shielded,DECaLS,0.23,REX,0.3044,,0.93075031042099,0.30711505330875405,True,0.9829318523406982,0.30711505330875405,True,False,0.9829318523406982,True
DESI-045.2324-10.9787,45.2324,-10.9787,C,2.0,l18,DECaLS,0.95,DC,,0.474+/-0.152,0.9994140863418579,0.09201446873628447,True,0.9982859492301941,0.09201446873628447,True,True,0.9994140863418579,True
DESI-045.5432-22.6720,45.5432,-22.672,C,2.5,l18,DECaLS,1.0,DC,,0.465+/-0.055,0.967251181602478,0.13570915046468826,True,0.9814127683639526,0.13570915046468826,True,True,0.9814127683639526,True
DESI-045.8553-22.9291,45.8553,-22.9291,C,2.5,l18,DECaLS,1.0,DC,,0.531+/-0.038,0.999518632888794,0.031884615757867656,True,0.9988822340965271,0.031884615757867656,True,True,0.999518632888794,True
DESI-045.8714+03.7781,45.8714,3.7781,C,2.0,l18,DECaLS,0.97,DC,0.5305,,0.9985236525535583,0.11448529627811756,True,0.9965240359306335,0.11448529627811756,True,True,0.9985236525535583,True
DESI-046.5824-13.5938,46.5824,-13.5938,C,2.5,l18,DECaLS,0.86,DC,,0.708+/-0.032,0.9985774755477905,0.12614076824940787,True,0.99573814868927,0.12614076824940787,True,True,0.9985774755477905,True
DESI-046.6654-27.6075,46.6654,-27.6075,C,2.5,l18,DECaLS,1.0,DC,,0.421+/-0.062,0.9999885559082031,0.12966162076519783,True,0.999974250793457,0.12966162076519783,True,True,0.9999885559082031,True
DESI-046.6785-28.5384,46.6785,-28.5384,C,2.5,l18,DECaLS,0.18,DC,,0.544+/-0.021,0.9957172274589539,0.08452202930735396,True,0.9987565279006958,0.08452202930735396,True,True,0.9987565279006958,True
DESI-046.7377-23.3925,46.7377,-23.3925,C,2.5,l18,DECaLS,0.91,DC,,0.555+/-0.042,0.999214768409729,0.3647579954777368,True,0.9991135001182556,0.3647579954777368,True,True,0.999214768409729,True
DESI-046.8383-24.2794,46.8383,-24.2794,C,2.5,shielded,DECaLS,0.27,DC,,0.484+/-0.036,0.995273768901825,0.13998018481753094,True,0.9824225902557373,0.13998018481753094,True,False,0.995273768901825,True
DESI-047.7104-21.2200,47.7104,-21.22,C,2.5,shielded,DECaLS,0.61,DC,,0.571+/-0.059,0.39133206009864807,0.13033652725097203,True,0.9327561259269714,0.13033652725097203,True,False,0.9327561259269714,True
DESI-047.9174-07.5180,47.9174,-7.518,C,2.0,shielded,DECaLS,0.42,DC,0.441,,0.9804587364196777,0.1299451795902394,True,0.9897916316986084,0.1299451795902394,True,False,0.9897916316986084,True
DESI-048.2870-16.4246,48.287,-16.4246,C,2.5,l18,DECaLS,0.91,DC,,0.358+/-0.066,0.9836013913154602,0.16040653861802182,True,0.9920217990875244,0.16040653861802182,True,True,0.9920217990875244,True
DESI-048.6940-13.7434,48.694,-13.7434,C,2.5,shielded,DECaLS,0.77,DC,0.6225,,0.9992190599441528,0.16302557102195114,True,0.9980987906455994,0.16302557102195114,True,False,0.9992190599441528,True
DESI-048.8942-27.2465,48.8942,-27.2465,C,2.0,l18,DECaLS,0.5,DC,,0.633+/-0.084,0.9977735877037048,0.2104760188805553,True,0.9988825917243958,0.2104760188805553,True,True,0.9988825917243958,True
DESI-049.0800-28.8885,49.08,-28.8885,C,2.5,l18,DECaLS,0.68,DC,,0.426+/-0.010,0.13647261261940002,0.06823915295492403,True,0.12143424898386002,0.06823915295492403,True,True,0.13647261261940002,True
DESI-049.1543-26.8148,49.1543,-26.8148,C,2.0,shielded,DECaLS,0.44,DC,,0.690+/-0.036,0.990429162979126,0.17275819971974818,True,0.9986854195594788,0.17275819971974818,True,False,0.9986854195594788,True
DESI-049.2052-18.0014,49.2052,-18.0014,C,2.0,shielded,DECaLS,0.8,DC,,0.208+/-0.047,0.9672503471374512,0.1387770174745642,True,0.9772365093231201,0.1387770174745642,True,False,0.9772365093231201,True
DESI-049.3327-30.1661,49.3327,-30.1661,C,2.5,l18,DECaLS,0.94,DC,,0.523+/-0.017,0.9086313247680664,0.11093423079393065,True,0.985363245010376,0.11093423079393065,True,True,0.985363245010376,True
DESI-049.3356-26.6664,49.3356,-26.6664,C,2.0,l18,DECaLS,1.0,DC,,0.310+/-0.012,0.9998787641525269,0.08779333113964063,True,0.999775230884552,0.08779333113964063,True,True,0.9998787641525269,True
