row_index,Name,RA,DEC,tractor_type,Score,Probability,resnet_model,Region,Spec,photo_z,g_mag,r_mag,z_mag,row_id,status_fits,bytes_fits,attempts_fits
163,DESI-205.1910+38.5483,205.191,38.5483,DC,3.5,0.96,L18,MzLS,0.6334,,22.11,20.44,18.79,DESI-205.1910+38.5483,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=205.191000&dec=38.548300&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
165,DESI-211.9734-00.4713,211.9734,-0.4713,REX,3.5,0.15,L18,DECaLS,0.481,,20.73,18.93,17.85,DESI-211.9734-00.4713,ok,126720,1
167,DESI-218.2479-07.2268,218.2479,-7.2268,DC,3.5,1.0,L18,DECaLS,,0.352+/-0.043,19.23,17.54,16.63,DESI-218.2479-07.2268,ok,126720,1
168,DESI-218.3457+60.1209,218.3457,60.1209,DC,3.5,1.0,L18,MzLS,,0.408+/-0.072,20.89,19.48,18.67,DESI-218.3457+60.1209,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=218.345700&dec=60.120900&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
169,DESI-218.4715+14.0687,218.4715,14.0687,DC,3.5,1.0,L18,DECaLS,0.5512,,22.87,21.22,19.91,DESI-218.4715+14.0687,ok,126720,1
170,DESI-220.4549+14.6891,220.4549,14.6891,DC,4.0,1.0,L18,DECaLS,0.6149,,22.4,20.53,18.74,DESI-220.4549+14.6891,ok,126720,1
171,DESI-221.8241+78.0430,221.8241,78.043,DC,4.0,0.3,L18,MzLS,,0.415+/-0.281,18.21,16.6,15.73,DESI-221.8241+78.0430,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=221.824100&dec=78.043000&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
172,DESI-227.3528+39.0279,227.3528,39.0279,DC,4.0,1.0,L18,MzLS,0.5975,,21.73,20.18,18.55,DESI-227.3528+39.0279,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=227.352800&dec=39.027900&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
173,DESI-227.5364+20.6236,227.5364,20.6236,DC,3.5,1.0,L18,DECaLS,0.5847,,22.27,20.31,18.67,DESI-227.5364+20.6236,ok,126720,1
174,DESI-234.8707+16.8379,234.8707,16.8379,DC,3.5,0.99,L18,DECaLS,0.3979,,20.02,18.12,17.15,DESI-234.8707+16.8379,ok,126720,1
176,DESI-241.2220+74.5292,241.222,74.5292,DC,3.5,0.15,L18,MzLS,,0.331+/-0.021,20.79,19.23,18.33,DESI-241.2220+74.5292,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=241.222000&dec=74.529200&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
177,DESI-245.7514+21.6226,245.7514,21.6226,DC,4.0,1.0,L18,DECaLS,,0.782+/-0.062,21.66,20.11,18.31,DESI-245.7514+21.6226,ok,126720,1
178,DESI-246.0062+01.4836,246.0062,1.4836,DC,3.5,1.0,L18,DECaLS,,0.912+/-0.105,22.73,21.13,19.19,DESI-246.0062+01.4836,ok,126720,1
179,DESI-248.5498+70.9303,248.5498,70.9303,DC,3.5,0.78,L18,MzLS,,0.237+/-0.017,17.97,16.49,15.64,DESI-248.5498+70.9303,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=248.549800&dec=70.930300&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
180,DESI-252.2720+02.3993,252.272,2.3993,DC,4.0,1.0,L18,DECaLS,,0.480+/-0.139,20.22,19.16,18.25,DESI-252.2720+02.3993,skip,126720,0
181,DESI-252.9173+28.0881,252.9173,28.0881,DC,3.5,1.0,L18,DECaLS,,0.719+/-0.130,22.11,20.31,18.65,DESI-252.9173+28.0881,skip,126720,0
183,DESI-254.4235+34.8162,254.4235,34.8162,DC,4.0,1.0,L18,MzLS,0.5777,,22.71,20.88,19.07,DESI-254.4235+34.8162,ok,126720,1
186,DESI-266.4075+39.8584,266.4075,39.8584,REX,4.0,0.17,L18,MzLS,,0.339+/-0.050,19.05,17.38,16.44,DESI-266.4075+39.8584,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=266.407500&dec=39.858400&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
187,DESI-277.9494+54.3033,277.9494,54.3033,DC,4.0,0.14,L18,MzLS,,0.252+/-0.009,18.13,16.59,15.71,DESI-277.9494+54.3033,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=277.949400&dec=54.303300&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
188,DESI-278.8338+46.1076,278.8338,46.1076,DC,3.5,0.28,L18,MzLS,,0.420+/-0.016,19.63,17.72,16.67,DESI-278.8338+46.1076,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=278.833800&dec=46.107600&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
190,DESI-292.2833+55.8034,292.2833,55.8034,DC,3.5,0.95,L18,MzLS,,0.859+/-0.067,24.02,21.99,19.78,DESI-292.2833+55.8034,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=292.283300&dec=55.803400&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
191,DESI-310.8020-06.1649,310.802,-6.1649,DC,3.5,0.61,L18,DECaLS,0.5076,,22.5,20.43,18.55,DESI-310.8020-06.1649,skip,126720,0
192,DESI-327.8408+13.7884,327.8408,13.7884,DC,4.0,0.1,L18,DECaLS,0.2015,,19.29,18.05,17.21,DESI-327.8408+13.7884,skip,126720,0
193,DESI-329.6820+02.9584,329.682,2.9584,DC,4.0,1.0,L18,DECaLS,0.2886,,19.13,17.59,16.74,DESI-329.6820+02.9584,skip,126720,0
194,DESI-333.3655-13.2491,333.3655,-13.2491,DC,4.0,1.0,L18,DECaLS,,0.110+/-0.008,17.74,16.69,15.93,DESI-333.3655-13.2491,skip,126720,0
195,DESI-333.9656+04.5843,333.9656,4.5843,DC,4.0,0.19,L18,DECaLS,0.5863,,22.43,20.47,18.82,DESI-333.9656+04.5843,skip,126720,0
196,DESI-335.5357+27.7599,335.5357,27.7599,DC,3.5,0.55,L18,DECaLS,0.4695,,20.37,18.5,17.34,DESI-335.5357+27.7599,skip,126720,0
197,DESI-339.8880-04.4883,339.888,-4.4883,DC,3.5,1.0,L18,DECaLS,0.5318,,21.09,19.32,18.05,DESI-339.8880-04.4883,skip,126720,0
198,DESI-340.2304-00.0128,340.2304,-0.0128,DC,3.5,0.59,L18,DECaLS,0.424,,20.72,19.2,18.21,DESI-340.2304-00.0128,skip,126720,0
200,DESI-341.8012-02.0939,341.8012,-2.0939,DC,4.0,1.0,L18,DECaLS,0.3535,,19.83,18.17,17.29,DESI-341.8012-02.0939,skip,126720,0
201,DESI-342.1516-01.3928,342.1516,-1.3928,DC,3.5,0.99,L18,DECaLS,0.6776,,20.86,18.92,17.8,DESI-342.1516-01.3928,skip,126720,0
203,DESI-343.0402-04.2187,343.0402,-4.2187,DC,3.5,0.97,L18,DECaLS,0.4208,,19.67,17.83,16.83,DESI-343.0402-04.2187,ok,126720,1
204,DESI-344.5567+17.1506,344.5567,17.1506,DC,4.0,0.91,L18,DECaLS,0.6646,,22.96,20.81,18.9,DESI-344.5567+17.1506,skip,126720,0
205,DESI-345.0719+22.2249,345.0719,22.2249,DC,4.0,0.44,L18,DECaLS,0.4182,,21.35,19.3,18.2,DESI-345.0719+22.2249,skip,126720,0
206,DESI-345.8609+23.4760,345.8609,23.476,DC,3.5,0.86,L18,DECaLS,0.3252,,19.04,17.37,16.43,DESI-345.8609+23.4760,skip,126720,0
207,DESI-346.7668-13.3744,346.7668,-13.3744,DC,4.0,0.96,L18,DECaLS,,0.575+/-0.100,20.83,18.93,17.73,DESI-346.7668-13.3744,skip,126720,0
208,DESI-347.0926-02.1923,347.0926,-2.1923,DC,3.5,0.65,L18,DECaLS,0.3578,,21.58,19.97,19.12,DESI-347.0926-02.1923,skip,126720,0
209,DESI-347.7824+05.4971,347.7824,5.4971,DC,3.5,0.17,L18,DECaLS,0.5875,,20.75,18.94,17.25,DESI-347.7824+05.4971,skip,126720,0
210,DESI-351.7484+20.4496,351.7484,20.4496,DC,3.5,0.15,L18,DECaLS,0.6529,,22.82,20.83,18.86,DESI-351.7484+20.4496,skip,126720,0
211,DESI-353.4836-14.3846,353.4836,-14.3846,DC,3.5,0.57,L18,DECaLS,,0.372+/-0.061,20.36,18.99,18.15,DESI-353.4836-14.3846,skip,126720,0
212,DESI-353.5287-07.7712,353.5287,-7.7712,REX,4.0,0.13,L18,DECaLS,,0.522+/-0.100,19.96,18.11,17.16,DESI-353.5287-07.7712,skip,126720,0
213,DESI-355.2727-57.2679,355.2727,-57.2679,REX,4.0,0.95,L18,DECaLS,,0.447+/-0.044,19.22,17.53,16.5,DESI-355.2727-57.2679,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=355.272700&dec=-57.267900&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
217,DESI-004.2564-10.1530,4.2564,-10.153,DC,3.0,0.6,L18,DECaLS,0.5201,,21.22,19.52,18.29,DESI-004.2564-10.1530,skip,126720,0
218,DESI-004.8654+32.0834,4.8654,32.0834,REX,3.0,0.82,L18,MzLS,0.5566,,19.9,18.13,17.21,DESI-004.8654+32.0834,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=4.865400&dec=32.083400&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
220,DESI-008.0382-11.7536,8.0382,-11.7536,DC,3.0,0.7,L18,DECaLS,,0.542+/-0.012,20.36,18.49,17.23,DESI-008.0382-11.7536,skip,126720,0
221,DESI-009.5789-22.7448,9.5789,-22.7448,DC,3.0,0.95,L18,DECaLS,,0.659+/-0.028,22.95,20.87,19.36,DESI-009.5789-22.7448,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=9.578900&dec=-22.744800&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
222,DESI-010.9823-38.8884,10.9823,-38.8884,REX,3.0,0.83,L18,DECaLS,,0.636+/-0.041,20.87,19.87,19.02,DESI-010.9823-38.8884,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=10.982300&dec=-38.888400&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
223,DESI-011.3586-34.2832,11.3586,-34.2832,REX,3.0,1.0,L18,DECaLS,,0.860+/-0.078,21.52,20.81,19.63,DESI-011.3586-34.2832,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=11.358600&dec=-34.283200&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
226,DESI-014.1400-29.2327,14.14,-29.2327,DC,3.0,0.99,L18,DECaLS,0.5234,,21.47,19.53,18.18,DESI-014.1400-29.2327,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=14.140000&dec=-29.232700&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
227,DESI-014.3122+21.6428,14.3122,21.6428,DC,3.0,0.28,L18,DECaLS,,0.824+/-0.038,23.62,21.38,19.46,DESI-014.3122+21.6428,skip,126720,0
228,DESI-014.6685+05.7665,14.6685,5.7665,DC,3.0,0.44,L18,DECaLS,0.1696,,22.8,20.87,19.27,DESI-014.6685+05.7665,ok,126720,1
229,DESI-014.7995-22.0867,14.7995,-22.0867,DC,3.0,1.0,L18,DECaLS,,0.780+/-0.057,22.99,20.97,19.15,DESI-014.7995-22.0867,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=14.799500&dec=-22.086700&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
230,DESI-015.2049+18.3077,15.2049,18.3077,DC,3.0,0.51,L18,DECaLS,,0.593+/-0.012,21.4,19.57,18.17,DESI-015.2049+18.3077,ok,126720,1
231,DESI-015.4982-21.4487,15.4982,-21.4487,DC,3.0,0.97,L18,DECaLS,,0.435+/-0.027,19.87,18.05,17.04,DESI-015.4982-21.4487,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=15.498200&dec=-21.448700&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
232,DESI-015.7396-29.1895,15.7396,-29.1895,DC,3.0,1.0,L18,DECaLS,,0.266+/-0.013,18.66,17.19,16.36,DESI-015.7396-29.1895,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=15.739600&dec=-29.189500&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
233,DESI-015.9372+27.1025,15.9372,27.1025,DC,3.0,0.69,L18,DECaLS,,0.381+/-0.022,20.2,18.41,17.44,DESI-015.9372+27.1025,skip,126720,0
236,DESI-016.5259-31.0774,16.5259,-31.0774,DC,3.0,0.99,L18,DECaLS,0.2603,,21.15,19.46,18.21,DESI-016.5259-31.0774,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=16.525900&dec=-31.077400&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
238,DESI-018.7209-25.2845,18.7209,-25.2845,DC,3.0,0.23,L18,DECaLS,,0.787+/-0.034,23.08,21.28,19.51,DESI-018.7209-25.2845,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=18.720900&dec=-25.284500&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
239,DESI-020.7960+30.9619,20.796,30.9619,DC,3.0,0.92,L18,DECaLS,,0.622+/-0.021,21.47,19.83,18.4,DESI-020.7960+30.9619,skip,126720,0
240,DESI-021.1715-06.9096,21.1715,-6.9096,DC,3.0,0.32,L18,DECaLS,,0.403+/-0.033,20.67,18.8,17.89,DESI-021.1715-06.9096,skip,126720,0
241,DESI-023.0157-16.0040,23.0157,-16.004,DC,3.0,0.98,L18,DECaLS,,0.492+/-0.047,20.48,19.01,18.0,DESI-023.0157-16.0040,skip,126720,0
242,DESI-024.7188-16.8552,24.7188,-16.8552,DC,3.0,0.94,L18,DECaLS,,0.553+/-0.016,21.32,19.56,18.32,DESI-024.7188-16.8552,skip,126720,0
243,DESI-025.7083-19.7918,25.7083,-19.7918,DC,3.0,1.0,L18,DECaLS,,0.267+/-0.016,18.6,17.17,16.4,DESI-025.7083-19.7918,skip,126720,0
244,DESI-025.9390-26.2946,25.939,-26.2946,DC,3.0,0.99,L18,DECaLS,,0.334+/-0.019,19.17,17.55,16.68,DESI-025.9390-26.2946,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=25.939000&dec=-26.294600&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
245,DESI-026.7621-01.9526,26.7621,-1.9526,REX,3.0,0.28,L18,DECaLS,,0.160+/-0.083,19.69,19.26,19.08,DESI-026.7621-01.9526,ok,126720,1
246,DESI-027.4483+12.4652,27.4483,12.4652,DC,3.0,0.64,L18,DECaLS,,0.403+/-0.011,20.19,18.29,17.3,DESI-027.4483+12.4652,skip,126720,0
247,DESI-027.5036+27.4267,27.5036,27.4267,DC,3.0,0.64,L18,DECaLS,,0.300+/-0.011,19.13,17.52,16.64,DESI-027.5036+27.4267,skip,126720,0
248,DESI-027.8944+05.1619,27.8944,5.1619,DC,3.0,1.0,L18,DECaLS,,0.485+/-0.034,21.89,20.08,18.95,DESI-027.8944+05.1619,skip,126720,0
249,DESI-027.9100-24.4413,27.91,-24.4413,DC,3.0,0.5,L18,DECaLS,,0.420+/-0.040,20.81,19.17,18.25,DESI-027.9100-24.4413,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=27.910000&dec=-24.441300&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
250,DESI-028.6096-23.4067,28.6096,-23.4067,DC,3.0,1.0,L18,DECaLS,,0.828+/-0.067,23.8,21.76,19.93,DESI-028.6096-23.4067,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=28.609600&dec=-23.406700&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
251,DESI-029.3219+25.4699,29.3219,25.4699,DC,3.0,0.96,L18,DECaLS,,0.305+/-0.021,19.98,18.35,17.36,DESI-029.3219+25.4699,ok,126720,1
253,DESI-030.4360-27.6618,30.436,-27.6618,DC,3.0,1.0,L18,DECaLS,,0.865+/-0.080,22.38,21.26,19.53,DESI-030.4360-27.6618,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=30.436000&dec=-27.661800&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
255,DESI-031.0343-29.3024,31.0343,-29.3024,DC,3.0,0.13,L18,DECaLS,,0.746+/-0.208,21.66,20.68,19.01,DESI-031.0343-29.3024,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=31.034300&dec=-29.302400&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
256,DESI-033.4120-28.2374,33.412,-28.2374,DC,3.0,0.44,L18,DECaLS,,0.795+/-0.030,22.07,20.33,18.55,DESI-033.4120-28.2374,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=33.412000&dec=-28.237400&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
257,DESI-033.4558+14.1537,33.4558,14.1537,DC,3.0,0.92,L18,DECaLS,,0.329+/-0.040,20.26,18.89,18.08,DESI-033.4558+14.1537,ok,126720,1
259,DESI-034.0760+02.9333,34.076,2.9333,DC,3.0,0.2,L18,DECaLS,,0.974+/-0.051,23.67,21.9,19.79,DESI-034.0760+02.9333,ok,126720,1
260,DESI-034.5995-01.9843,34.5995,-1.9843,DC,3.0,0.11,L18,DECaLS,,0.312+/-0.033,19.68,18.34,17.58,DESI-034.5995-01.9843,ok,126720,1
262,DESI-035.0142+02.7345,35.0142,2.7345,DC,3.0,0.97,L18,DECaLS,0.4549,,19.86,18.37,17.5,DESI-035.0142+02.7345,ok,126720,1
263,DESI-036.0843-31.9371,36.0843,-31.9371,DC,3.0,0.93,L18,DECaLS,0.2928,,22.32,20.44,19.26,DESI-036.0843-31.9371,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=36.084300&dec=-31.937100&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
264,DESI-037.0680-29.3960,37.068,-29.396,DC,3.0,0.45,L18,DECaLS,,0.292+/-0.010,19.27,17.71,16.88,DESI-037.0680-29.3960,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=37.068000&dec=-29.396000&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
265,DESI-037.7246+20.8596,37.7246,20.8596,DC,3.0,0.98,L18,DECaLS,,0.653+/-0.065,21.8,20.24,18.76,DESI-037.7246+20.8596,ok,126720,1
266,DESI-038.5455-35.7895,38.5455,-35.7895,REX,3.0,0.4,L18,DECaLS,,0.534+/-0.069,22.16,20.46,19.33,DESI-038.5455-35.7895,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=38.545500&dec=-35.789500&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
267,DESI-038.6407-14.8060,38.6407,-14.806,DC,3.0,1.0,L18,DECaLS,0.5866,,23.18,21.13,19.3,DESI-038.6407-14.8060,ok,126720,1
273,DESI-042.5350+00.1379,42.535,0.1379,DC,3.0,0.87,L18,DECaLS,,0.805+/-0.024,23.14,21.21,19.26,DESI-042.5350+00.1379,ok,126720,1
274,DESI-042.8971-12.3337,42.8971,-12.3337,DC,3.0,1.0,L18,DECaLS,,0.440+/-0.008,20.45,18.57,17.57,DESI-042.8971-12.3337,ok,126720,1
275,DESI-044.1841-09.2468,44.1841,-9.2468,DC,3.0,1.0,L18,DECaLS,,0.885+/-0.076,22.06,21.12,19.58,DESI-044.1841-09.2468,ok,126720,1
279,DESI-046.4172-29.5712,46.4172,-29.5712,DC,3.0,0.24,L18,DECaLS,0.6197,,20.36,18.61,17.71,DESI-046.4172-29.5712,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=46.417200&dec=-29.571200&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
281,DESI-047.3494-30.1968,47.3494,-30.1968,DC,3.0,0.89,L18,DECaLS,0.2426,,21.41,19.76,18.76,DESI-047.3494-30.1968,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=47.349400&dec=-30.196800&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
282,DESI-047.4380-14.6211,47.438,-14.6211,DC,3.0,1.0,L18,DECaLS,0.5425,,22.58,21.34,19.54,DESI-047.4380-14.6211,ok,126720,1
283,DESI-048.6263-09.5613,48.6263,-9.5613,DC,3.0,0.1,L18,DECaLS,0.3244,,20.98,19.38,18.31,DESI-048.6263-09.5613,ok,126720,1
284,DESI-048.6484-21.4665,48.6484,-21.4665,DC,3.0,0.45,L18,DECaLS,0.5689,,20.37,18.53,17.5,DESI-048.6484-21.4665,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=48.648400&dec=-21.466500&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
285,DESI-048.9389-29.9643,48.9389,-29.9643,DC,3.0,0.51,L18,DECaLS,0.3428,,21.22,19.47,18.23,DESI-048.9389-29.9643,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=48.938900&dec=-29.964300&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
286,DESI-050.7649-27.5687,50.7649,-27.5687,DC,3.0,0.65,L18,DECaLS,0.3364,,20.33,18.44,17.23,DESI-050.7649-27.5687,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=50.764900&dec=-27.568700&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
287,DESI-051.2051-10.3481,51.2051,-10.3481,DC,3.0,1.0,L18,DECaLS,0.4279,,20.83,19.27,18.13,DESI-051.2051-10.3481,ok,126720,1
290,DESI-054.9589-00.1356,54.9589,-0.1356,DC,3.0,0.94,L18,DECaLS,0.2677,,22.12,20.72,19.19,DESI-054.9589-00.1356,ok,126720,1
292,DESI-055.8328-16.2951,55.8328,-16.2951,DC,3.0,0.88,L18,DECaLS,0.2229,,21.54,19.98,18.93,DESI-055.8328-16.2951,skip,126720,0
293,DESI-056.2001-20.9116,56.2001,-20.9116,DC,3.0,0.88,L18,DECaLS,,0.696+/-0.017,21.8,19.91,18.26,DESI-056.2001-20.9116,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=56.200100&dec=-20.911600&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
294,DESI-057.5232-13.1978,57.5232,-13.1978,DC,3.0,1.0,L18,DECaLS,,0.573+/-0.111,22.46,20.95,19.73,DESI-057.5232-13.1978,skip,126720,0
296,DESI-060.9086-07.3160,60.9086,-7.316,DC,3.0,0.29,L18,DECaLS,,0.785+/-0.064,21.94,20.62,19.01,DESI-060.9086-07.3160,skip,126720,0
297,DESI-061.6770-23.3205,61.677,-23.3205,DC,3.0,1.0,L18,DECaLS,0.5975,,22.01,20.11,18.75,DESI-061.6770-23.3205,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=61.677000&dec=-23.320500&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
299,DESI-062.2475-05.9982,62.2475,-5.9982,DC,3.0,1.0,L18,DECaLS,,0.607+/-0.034,21.14,19.59,18.27,DESI-062.2475-05.9982,skip,126720,0
301,DESI-063.3879-16.8328,63.3879,-16.8328,DC,3.0,0.87,L18,DECaLS,,0.306+/-0.031,20.82,19.23,18.41,DESI-063.3879-16.8328,skip,126720,0
302,DESI-063.6168-19.9192,63.6168,-19.9192,DC,3.0,1.0,L18,DECaLS,,0.571+/-0.022,21.07,19.42,18.15,DESI-063.6168-19.9192,skip,126720,0
303,DESI-065.2568-21.6299,65.2568,-21.6299,DC,3.0,1.0,L18,DECaLS,,0.927+/-0.113,22.69,21.25,19.46,DESI-065.2568-21.6299,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=65.256800&dec=-21.629900&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
304,DESI-065.3372-29.8915,65.3372,-29.8915,DC,3.0,0.12,L18,DECaLS,0.2015,,19.82,17.91,16.86,DESI-065.3372-29.8915,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=65.337200&dec=-29.891500&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
305,DESI-065.5808-26.9514,65.5808,-26.9514,DC,3.0,0.66,L18,DECaLS,0.2886,,21.31,19.43,18.21,DESI-065.5808-26.9514,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=65.580800&dec=-26.951400&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
306,DESI-066.2134-23.1960,66.2134,-23.196,DC,3.0,0.82,L18,DECaLS,,0.854+/-0.072,22.58,21.18,19.5,DESI-066.2134-23.1960,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=66.213400&dec=-23.196000&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
307,DESI-068.3176-41.0553,68.3176,-41.0553,REX,3.0,0.99,L18,DECaLS,0.5863,,21.7,20.69,19.59,DESI-068.3176-41.0553,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=68.317600&dec=-41.055300&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
308,DESI-069.9349-04.6098,69.9349,-4.6098,DC,3.0,0.98,L18,DECaLS,,0.380+/-0.014,20.25,18.4,17.43,DESI-069.9349-04.6098,ok,126720,1
309,DESI-071.2400-07.6007,71.24,-7.6007,DC,3.0,1.0,L18,DECaLS,0.3535,,20.64,18.89,17.93,DESI-071.2400-07.6007,ok,126720,1
310,DESI-071.5624-20.0285,71.5624,-20.0285,DC,3.0,0.97,L18,DECaLS,0.6646,,20.44,18.56,17.59,DESI-071.5624-20.0285,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=71.562400&dec=-20.028500&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
312,DESI-072.0528-30.3308,72.0528,-30.3308,DC,3.0,0.78,L18,DECaLS,,0.765+/-0.020,21.82,19.74,17.95,DESI-072.0528-30.3308,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=72.052800&dec=-30.330800&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
