name,RA,DEC,grade,nearest_row_id,nearest_sep_arcsec,nearest_score,in_scored_set
DESI-037.0378-12.8812,37.0378,-12.8812,A,256228_6353,0.10342651970923966,0.9729751944541931,True
DESI-038.2078-03.3906,38.2078,-3.3906,A,310364_5926,0.15930137181841747,0.9999997615814209,True
DESI-040.3034-00.9646,40.3034,-0.9646,A,324769_5843,0.1756914849144608,0.9449858069419861,True
DESI-040.3168-06.5372,40.3168,-6.5372,A,293148_2540,0.21492233914605743,0.9998427629470825,True
DESI-041.5205-06.1275,41.5205,-6.1275,A,294585_7362,0.1570690568995602,0.9999958276748657,True
DESI-060.1043-16.3979,60.1043,-16.3979,A,236808_7634,0.15571295223163792,0.667814314365387,True
DESI-060.2420-13.9567,60.242,-13.9567,A,250713_4850,0.15865484348471978,0.4824846684932709,True
DESI-122.0852+10.5284,122.0852,10.5284,A,391048_3551,0.09170515582088296,0.9382063150405884,True
DESI-133.5531-04.4026,133.5531,-4.4026,A,304994_7548,0.11838652266744988,0.9999984502792358,True
DESI-133.6197+10.1374,133.6197,10.1374,A,389676_167,0.10894463124678072,0.9998277425765991,True
DESI-135.3125+09.9401,135.3125,9.9401,A,388263_1181,0.1973847426189103,0.9968764781951904,True
DESI-137.8568+14.2991,137.8568,14.2991,A,412231_3034,0.13637559531929858,0.9899184107780457,True
DESI-140.8110+18.4954,140.811,18.4954,A,435761_2360,0.13436809508676006,0.9928923845291138,True
DESI-141.0626+05.7690,141.0626,5.769,A,364017_3362,0.10300581151064626,0.998119056224823,True
DESI-143.3887+09.3219,143.3887,9.3219,A,384032_4603,0.11460344301477447,0.9999966621398926,True
DESI-145.9507+00.9906,145.9507,0.9906,A,336711_3213,0.09923227232719263,0.9999945163726807,True
DESI-152.0763+31.7005,152.0763,31.7005,A,504880_1403,0.020277282853680478,0.9999762773513794,True
DESI-154.6972-01.3590,154.6972,-1.359,A,323786_190,0.17120287013580995,0.9999909400939941,True
DESI-155.7366-05.0529,155.7366,-5.0529,A,302211_2262,0.11631891854088841,0.8416793346405029,True
DESI-160.2351-01.0663,160.2351,-1.0663,A,325248_1224,0.11512959814743742,0.9937161803245544,True
DESI-162.4577+05.7749,162.4577,5.7749,A,364103_3156,0.18420744412112203,0.9999891519546509,True
DESI-165.6876+12.1864,165.6876,12.1864,A,401114_1261,0.21811721255093827,0.999997615814209,True
DESI-168.2943+23.9443,168.2943,23.9443,A,465430_1521,0.14698442120080493,0.9947420358657837,True
DESI-186.3033-00.4390,186.3033,-0.439,A,328233_6814,0.13707243433024166,0.9999213218688965,True
