row_id,RA,DEC,brick,head_score,v3blend8,v2_pfinal,mimic_p,mimic_fdr_sel
s_68459_6487,50.56842845243896,-52.577910486486864,0505m525,4.164486827391397,0.8537005169730006,0.950070932871599,0.0005742273264651241,False
s_293716_5270,183.23643083271352,-6.496748320327748,1831m065,4.164374088713393,0.8218714750678827,0.9337151597931369,0.0005742273264651241,False
s_144804_8258,91.94986552182196,-34.28428864087741,0918m342,4.151401754640032,0.6169372142322522,0.6311156298268099,0.0005742273264651241,False
s_242977_3222,222.60054267782644,-15.440552661592909,2226m155,4.148448383878469,0.7515515865242035,0.8538129200705769,0.0005742273264651241,False
s_247994_4264,79.67287040046885,-14.464399356749496,0795m145,4.147776083102652,0.5020638170628211,0.5924358974358974,0.0005742273264651241,False
s_167864_6923,34.038256475607675,-29.5974962094487,0339m295,4.147685475770808,0.820205276885563,0.8728108317517185,0.0005742273264651241,False
s_389672_2360,132.5963883284318,10.279612561994584,1326p102,4.147188598963934,0.7074982064870627,0.6911491315218024,0.0005742273264651241,False
s_157893_9946,23.36278842650531,-31.617990083047196,0232m315,4.1470541452770835,0.8053751959959985,0.9693690597312166,0.0005742273264651241,False
s_406691_1481,153.66009506775666,13.252544444214898,1537p132,4.142655286405328,0.5530641577660377,0.5109393634628192,0.0006080054044924843,False
s_229220_4404,236.28465722355915,-18.119871467935702,2362m180,4.142480305561524,0.9225267618477848,0.9787432908345075,0.0006080054044924843,False
s_364281_4329,207.31333426866343,5.63078406456358,2072p057,4.134796445205811,0.8696399046034708,0.9346648594619584,0.0006080054044924843,False
s_277236_611,346.8638754454226,-9.569556762857886,3469m095,4.130389099809164,0.531725755632508,0.5822473826380483,0.0006080054044924843,False
s_52008_8276,96.59633391344776,-57.50835025128017,0964m575,4.12932735613836,0.8892391822292329,0.9657862685607149,0.0006080054044924843,False
s_140943_18115,0.598478119383963,-35.12131532842817,0004m350,4.126702540276031,0.7333398007428055,0.9828249234875687,0.0006080054044924843,False
s_107312_4827,23.84510535083878,-42.539812400614295,0238m425,4.123395245984685,0.8475064060132323,0.950070932871599,0.0006080054044924843,False
s_135143_9337,18.53495782490505,-36.220500057671316,0184m362,4.123395245984685,0.8475064060132323,0.950070932871599,0.0006080054044924843,False
s_300770_1648,154.45132440794214,-5.153326827920939,1545m052,4.123136886405389,0.6656569390022787,0.6317223963775688,0.0006417834825198447,False
s_148704_11471,183.81765520896323,-33.60055460505981,1837m335,4.116988503027063,0.8607620291810136,0.9464602578323525,0.0006417834825198447,False
s_325885_4424,319.34831873199647,-0.9477739295113606,3193m010,4.116455243126024,0.8827438013942218,0.9641522816326104,0.0006417834825198447,False
s_217653_9799,63.161979346236045,-19.90307129626626,0630m200,4.104734119595873,0.9334510191858318,0.9787432908345075,0.0006417834825198447,False
s_487573_4126,204.60564633655056,28.329452845357867,2045p282,4.104734119595873,0.9334510191858318,0.9787432908345075,0.0006417834825198447,False
s_234420_5563,157.0060174329214,-17.004046144953694,1568m170,4.102038487530376,0.4099664351625208,0.42652947883335174,0.0006417834825198447,False
s_359429_1151,70.00939996867093,4.893898684190853,0700p050,4.098856205432785,0.7985709061886068,0.9232256493036264,0.0006417834825198447,False
s_327403_4203,338.8262910747764,-0.7963688276824386,3388m007,4.093543661327992,0.853062116075917,0.9693969435999614,0.0006417834825198447,False
s_91999_8895,76.26969118722384,-46.19927894475785,0761m462,4.083192744192818,0.8318844238702459,0.9151651839071914,0.0007093396385745651,False
s_73880_3612,75.2779045999351,-50.913126864536935,0753m510,4.073500606841564,0.8409833593706905,0.950070932871599,0.0007093396385745651,False
s_415059_1345,147.01591381881593,14.830469487222508,1470p147,4.073014518175515,0.3841937027333053,0.4294255374255374,0.0007093396385745651,False
s_239277_2635,342.7097027917662,-16.249781485003396,3427m162,4.070197839514938,0.48703430570529505,0.4735371466853874,0.0007431177166019253,False
s_142232_6538,32.99947430874026,-34.8338400885068,0329m347,4.069833510752712,0.711621870202761,0.7227450980392157,0.0007431177166019253,False
s_42996_3216,53.744371086465215,-60.58052311358592,0538m605,4.068198526636941,0.9096889271915463,0.9787432908345075,0.0007431177166019253,False
s_231966_4359,235.61061513596337,-17.406839263193987,2355m175,4.062109902099211,0.565381566736882,0.7317525211334786,0.0007431177166019253,False
s_448277_399,217.13715666826678,20.812464429416906,2172p207,4.0407070300638335,0.8659667968333271,0.9787432908345075,0.0007768957946292855,False
s_479792_5265,175.2171823264872,26.817397266027644,1751p267,4.039574105387275,0.6038659212894217,0.5856976744186045,0.0007768957946292855,False
s_137518_1068,31.35876533377698,-35.66317442530464,0314m357,4.038046585583379,0.8442284922836379,0.944826270904248,0.0007768957946292855,False
s_396166_2927,343.3259214752366,11.206466767381349,3433p112,4.035661490704367,0.33340331809351087,0.3226366018278577,0.0007768957946292855,False
