rank,is_new,rank_within_new,row_id,RA,DEC,mean5,footprint,brick
102242,1,91071.0,s_52475_9044,312.7070713401519,-57.6058860238227,0.2208726648168522,south,3125m575
102243,1,91072.0,s_398371_7003,185.58023775013424,11.641794440990274,0.22087261288106674,south,1854p117
102244,1,91073.0,s_491466_691,231.66588265269132,28.99255687379257,0.22087224004790187,south,2317p290
102245,1,91074.0,s_149534_7386,71.8681030160762,-33.15672051381345,0.2208713226209511,south,0717m332
102246,1,91075.0,s_479907_248,207.12330142546296,26.774262848123097,0.22087084676604718,south,2072p267
102247,1,91076.0,s_461549_4993,191.12624662851505,23.228558641337116,0.22087049674009904,south,1909p232
102248,1,91077.0,s_401356_74,227.55700911477587,12.28277215967753,0.22087026220397094,south,2276p122
102249,1,91078.0,s_133764_792,310.20849765844224,-36.80176160725804,0.22087018829770386,south,3103m367
102250,1,91079.0,s_213449_9035,22.909138003311813,-20.711019597726327,0.22087018182646717,south,0228m207
102251,1,91080.0,s_380887_2588,68.19433038853326,8.83091591068108,0.22086963586043568,south,0681p087
102252,1,91081.0,s_157098_6459,150.24527814560523,-31.746838734897043,0.22086957728679407,south,1502m317
102253,1,91082.0,s_321075_874,196.78522297045632,-1.6862762987239852,0.22086854830849917,south,1968m017
102254,1,91083.0,s_506205_1979,180.94996531696148,32.09635419244006,0.22086768109875266,south,1810p320
102255,1,91084.0,s_339046_6855,9.667006215389348,1.5296724862684676,0.22086748579022242,south,0096p015
102256,1,91085.0,s_87969_2262,48.189293662739836,-47.13997962047197,0.22086722173262388,south,0483m472
102257,1,91086.0,s_270031_3309,319.6940861529495,-10.86664820223828,0.2208671257874812,south,3197m107
102258,1,91087.0,s_401298_4229,212.90058483824367,12.140900064326988,0.22086708486895076,south,2128p122
102259,1,91088.0,s_22647_43977,95.67289301301719,-68.83224193072014,0.22086692661687266,south,0954m687
102260,1,91089.0,s_297817_4918,133.47282999436993,-5.859570023390562,0.2208668364197365,south,1334m057
102261,1,91090.0,s_483568_4040,153.7765440336088,27.431295112725593,0.22086681353102905,south,1537p275
102262,1,91091.0,s_338026_3153,114.60076401474778,1.3701455373841556,0.22086656912215402,south,1146p012
102263,1,91092.0,s_137452_1109,11.088300498536228,-35.86570247350157,0.2208661216776818,south,0112m357
102264,1,91093.0,s_11505_11025,196.90275824189425,-74.92944545000552,0.2208660525531741,south,1967m750
102265,1,91094.0,s_207468_5788,219.20429734956394,-21.962222983280952,0.22086588963866233,south,2191m220
102266,0,,s_332566_4162,189.68641795688958,0.29975303293994193,0.22086543021723629,south,1896p002
102267,1,91095.0,s_334255_4533,251.87084250144903,0.5271382231373546,0.22086475503165276,south,2518p005
102268,1,91096.0,s_202887_6574,62.14452097547954,-22.793381442946714,0.22086474547286344,south,0621m227
102269,1,91097.0,s_434652_5784,209.42177586862368,18.27108060089473,0.2208647115574422,south,2092p182
102270,1,91098.0,s_408053_5002,143.27397521597914,13.484249557533982,0.22086400729604067,south,1431p135
102271,1,91099.0,s_163053_1612,86.57124924721535,-30.438321980392587,0.2208635436720215,south,0866m305
102272,1,91100.0,s_30400_9477,0.5626575845396268,-65.28310233286285,0.22086270249656081,south,0002m652
102273,1,91101.0,s_480471_523,4.790448128490805,26.88987202542548,0.22086252449589666,south,0048p270
102274,1,91102.0,s_340669_4675,55.48034267202936,1.7369566077945326,0.22086234712041913,south,0553p017
102275,1,91103.0,s_345055_1168,71.80321110663674,2.6235502202328376,0.2208617996890098,south,0718p025
102276,1,91104.0,s_182299_5733,161.5261878522827,-26.782427748813966,0.22086126240319573,south,1614m267
102277,1,91105.0,s_376288_5201,347.6365027882338,7.8435677369984536,0.22086100920569152,south,3475p077
102278,1,91106.0,s_185912_131,87.77978596272753,-25.90826410934443,0.2208604882209329,south,0879m260
102279,1,91107.0,s_507285_1970,139.09319856298507,32.286473366266634,0.2208603312028572,south,1391p322
