rank,row_id,RA,DEC,brick,p_final,status
274,s_11389_776,85.35303203657931,-75.07862551716879,0856m750,0.9315325552486492,NEW
275,s_360639_3697,13.486748589740126,5.358995708747675,0134p052,0.9310541844227119,NEW
276,s_387987_1958,65.30176799039988,10.086832204400315,0652p100,0.9310541844227119,NEW
277,s_10640_30459,73.90336365327003,-75.4399561134394,0736m755,0.930673469387755,NEW
278,s_424378_2752,42.35448601786624,16.594285592306115,0423p165,0.9303893919936848,NEW
279,s_169132_6335,37.379256472033916,-29.137870161311955,0373m292,0.9298551520307408,NEW
280,s_487347_4087,140.53725710230864,28.35098973809267,1404p282,0.9297677913720841,NEW
281,s_183146_2070,37.95506049748377,-26.521728782495998,0380m265,0.929043421700448,NEW
282,s_146900_4892,3.123689703506708,-33.77790462578327,0031m337,0.9276375170742256,NEW
283,s_160873_2325,173.3858090307476,-30.96417487091872,1734m310,0.9276095689642432,NEW
284,s_372302_3048,63.64141652499214,7.233409460560316,0635p072,0.9274001448804736,NEW
285,s_360862_2166,69.33434847455172,5.14268302022683,0693p052,0.9274001448804736,NEW
286,s_326369_2112,80.39155387462222,-0.6872879103372751,0803m007,0.9274001448804736,NEW
287,s_141432_5176,149.54044038259005,-34.883527439221254,1493m350,0.9274001448804736,NEW
288,s_441302_3189,163.21183918923384,19.445562829093156,1631p195,0.9274001448804736,NEW
289,s_495333_2947,259.7982236959358,29.648423235678518,2597p297,0.9274001448804736,NEW
290,s_13651_36225,4.8960159999888395,-73.45137118712147,0048m735,0.9270627943485087,NEW
291,s_326089_1766,10.287572060369351,-0.7303024989143385,0103m007,0.9266244001082959,NEW
292,s_68459_6491,50.56860709425783,-52.57648914152475,0505m525,0.9266244001082959,NEW
293,s_11318_28725,17.829087380227914,-75.03605960239837,0177m750,0.9266244001082959,NEW
294,s_245040_9372,36.448982119661714,-15.092238621524677,0363m150,0.9266244001082959,NEW
295,s_323461_6232,73.48670198238763,-1.2270204655625325,0733m012,0.9259076691022836,NEW
296,s_467105_3529,266.2775841318529,24.224314141679105,2663p242,0.925286068480683,NEW
297,s_280264_9303,33.10509932781825,-8.869701951299469,0329m087,0.9249950297243632,NEW
298,s_187420_443,146.22996968948212,-25.80695522966824,1463m257,0.9249917577397782,NEW
299,s_315983_7204,3.967279601150705,-2.512530124204234,0038m025,0.9249904131801914,NEW
300,s_159215_6310,50.06692748248095,-31.321566748764695,0500m312,0.9249904131801914,NEW
