group_id,RA,DEC,sep_arcsec,size_pix,fov_arcsec,status,bytes,attempts,path
34054,43.46219816934991,5.397126992786312,2.4365743184392494,89,24.03,skip,4768,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00034054.jpg
34265,40.74000658216808,3.6509241718992294,2.8332136304017568,90,24.3,skip,4480,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00034265.jpg
36786,42.21118530735325,5.739016094258081,2.9990973896031794,91,24.57,skip,4033,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00036786.jpg
37264,41.36007035426512,5.845319506478209,2.3056096003944555,88,23.76,ok,4306,1,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00037264.jpg
37836,45.08588942316719,5.328663827958804,2.107550755788955,87,23.490000000000002,skip,4749,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00037836.jpg
38613,44.75101680345753,6.643788106990422,2.780441952310669,90,24.3,ok,3915,1,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00038613.jpg
39514,39.52036315644223,5.8418625043720915,2.6391315132978788,89,24.03,ok,3704,1,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00039514.jpg
39651,40.03454171567866,5.821114417035568,1.6395062244857992,86,23.220000000000002,ok,4823,1,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00039651.jpg
40542,38.4852423136954,6.397313883395189,1.906198403165154,87,23.490000000000002,ok,3721,1,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00040542.jpg
40857,39.68113035805953,6.683389357662338,2.5517454427793353,89,24.03,skip,4196,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00040857.jpg
40884,39.1335210013433,6.887270423066958,2.7777733000572913,90,24.3,skip,4177,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00040884.jpg
41010,40.88750305860994,6.2696856878107035,2.027545579190222,87,23.490000000000002,skip,3558,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00041010.jpg
42758,35.60728610000672,9.3899664876119,2.8307340690723954,90,24.3,skip,4376,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00042758.jpg
43173,34.03225239817037,9.770775399200483,2.2245550763678557,88,23.76,skip,5033,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00043173.jpg
45575,42.187326388802454,14.77472733239912,2.672297869923963,89,24.03,skip,4225,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00045575.jpg
47628,34.763050066538355,11.958139006457515,2.5577226562657986,89,24.03,skip,3683,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00047628.jpg
48005,35.108106072138405,12.914768250239167,1.4171228849120994,85,22.950000000000003,skip,3323,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00048005.jpg
48018,35.25547114413439,12.914236606940293,2.341854696160609,88,23.76,skip,3353,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00048018.jpg
48163,32.755577657483244,11.876985599806552,2.615324761414472,89,24.03,skip,3426,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00048163.jpg
48829,34.59316835008145,13.068996088857887,2.88358885412995,90,24.3,skip,3391,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00048829.jpg
49644,35.45486689287038,13.162599628017404,2.684437037159683,89,24.03,skip,3707,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00049644.jpg
