,Index,Image,Name,Tractor Type,Score,Score Diff,Probability,Spec,Photo-z,ResNet Model,Ref,g mag,r mag,z mag,Region
64,65,,DESI-051.8321-21.6081,REX,3.5,1,0.16,,0.502+/-0.201,L18,,19.43,18.0,16.69,DECaLS
65,66,,DESI-053.6254-13.1866,DC,4,0,1.0,,0.362+/-0.010,L18,,19.51,17.72,16.79,DECaLS
66,67,,DESI-055.0891-25.5584,DC,3.5,1,1.0,,0.667+/-0.047,L18,d,21.94,20.17,18.7,DECaLS
67,68,,DESI-055.7976-28.4777,DC,4,0,1.0,,0.447+/-0.049,L18,,20.93,19.27,18.38,DECaLS
68,69,,DESI-057.2074-10.2962,DC,4,0,1.0,,0.745+/-0.075,L18,,21.97,20.33,18.65,DECaLS
69,70,,DESI-057.9070-07.8706,DC,3.5,1,1.0,,0.677+/-0.051,L18,,21.98,20.28,18.72,DECaLS
70,71,,DESI-058.6486-30.5959,DC,4,0,0.12,,0.173+/-0.021,L18,,16.63,15.5,14.74,DECaLS
71,72,,DESI-058.7926-18.5262,DC,4,0,1.0,,0.282+/-0.011,L18,,18.3,16.76,15.93,DECaLS
72,73,,DESI-060.5238-22.0990,DC,4,0,1.0,,0.367+/-0.051,L18,d,21.11,19.32,18.25,DECaLS
73,74,,DESI-060.7613-21.3645,REX,3.5,1,0.28,,0.455+/-0.100,shielded,,20.19,19.34,18.83,DECaLS
74,75,,DESI-060.9953-26.0348,REX,3.5,1,0.8,,0.289+/-0.083,shielded,,20.63,19.74,19.12,DECaLS
75,76,,DESI-063.0145-18.9874,REX,3.5,1,0.18,,0.572+/-0.073,shielded,,22.06,20.27,19.3,DECaLS
76,77,,DESI-064.8536-25.2248,DC,4,0,0.98,,0.360+/-0.012,L18,,19.51,17.72,16.82,DECaLS
77,78,,DESI-065.6447-28.0652,DC,4,0,0.53,,0.641+/-0.036,L18,,21.63,19.81,18.31,DECaLS
78,79,,DESI-066.1601-07.6524,REX,4,0,0.79,,0.278+/-0.049,shielded,,21.62,20.45,19.71,DECaLS
79,80,,DESI-066.3798-37.7174,REX,3.5,1,0.23,,0.290+/-0.041,shielded,,20.79,19.16,18.32,DECaLS
80,81,,DESI-067.4729-29.9597,DC,3.5,1,0.25,,0.716+/-0.015,L18,,21.85,19.86,18.16,DECaLS
81,82,,DESI-069.0007-11.5477,DC,4,0,0.91,,0.425+/-0.033,L18,,20.02,18.22,17.14,DECaLS
82,83,,DESI-070.1899-18.4737,DC,3.5,1,0.63,,0.526+/-0.010,L18,,21.12,19.15,17.91,DECaLS
83,84,,DESI-070.1928-26.9754,DC,4,0,0.82,,0.500+/-0.011,L18,,20.6,18.67,17.5,DECaLS
84,85,,DESI-070.4130-09.7774,DC,4,0,1.0,,0.437+/-0.036,L18,,21.92,20.18,19.19,DECaLS
85,86,,DESI-070.6171-09.1904,DC,3.5,1,0.55,,0.588+/-0.016,L18,,21.86,19.88,18.44,DECaLS
86,87,,DESI-073.5286-10.2227,DC,3.5,1,0.89,,0.311+/-0.130,L18,,20.89,19.52,18.71,DECaLS
87,88,,DESI-073.9030-25.5129,REX,4,0,0.51,,0.475+/-0.051,shielded,d,22.69,20.78,19.8,DECaLS
88,89,,DESI-074.9643-30.7236,DC,4,0,1.0,,0.431+/-0.017,L18,,20.45,18.62,17.61,DECaLS
89,90,,DESI-075.2790-24.4179,DC,4,0,0.9,,0.289+/-0.106,L18,,20.7,19.29,18.47,DECaLS
90,91,,DESI-078.3561-30.8433,DC,4,0,0.63,,0.387+/-0.021,L18,,19.73,18.0,17.06,DECaLS
91,92,,DESI-081.7547-18.9674,DC,4,0,1.0,,0.439+/-0.013,L18,,20.45,18.56,17.53,DECaLS
92,93,,DESI-082.1548-26.5667,DC,4,0,1.0,,0.840+/-0.043,L18,,23.04,21.18,19.31,DECaLS
93,94,,DESI-083.5074-25.3491,REX,3.5,1,0.94,,0.477+/-0.064,shielded,,20.88,19.07,18.04,DECaLS
94,95,,DESI-086.3066-26.5884,DC,4,0,1.0,,0.448+/-0.083,L18,,21.27,19.87,19.1,DECaLS
95,96,,DESI-087.1525-36.2427,REX,4,0,0.42,,0.305+/-0.036,L18,,18.33,16.77,15.92,DECaLS
96,97,,DESI-090.9854-35.9683,REX,4,0,0.9,,0.529+/-0.115,L18,,22.97,20.92,19.76,DECaLS
97,98,,DESI-094.5639+50.3059,DC,3.5,0,1.0,,0.522+/-0.020,L18,,21.29,19.54,18.24,MzLS
98,99,,DESI-102.2440+36.2021,DC,3.5,1,1.0,,0.659+/-0.047,L18,,21.7,20.27,18.78,MzLS
99,100,,DESI-104.1909+38.7456,DC,4,0,1.0,0.4549,,L18,,21.08,19.89,18.36,MzLS
100,101,,DESI-107.5775+40.1752,DC,4,0,1.0,0.2928,,L18,,19.2,17.62,16.74,MzLS
101,102,,DESI-109.4199+46.4087,DC,3.5,1,0.9,,0.429+/-0.074,L18,a,19.11,17.43,16.3,MzLS
102,103,,DESI-109.9018+27.9032,DC,4,0,0.63,,0.533+/-0.016,L18,,21.04,19.2,17.97,DECaLS
103,104,,DESI-109.9255+57.3569,DC,4,0,0.21,,0.747+/-0.044,L18,,21.81,20.3,18.63,MzLS
104,105,,DESI-110.4891+49.8801,DC,4,0,0.16,,0.430+/-0.022,L18,,19.42,17.62,16.55,MzLS
105,106,,DESI-111.9670+30.2010,REX,3.5,1,0.23,0.1527,,shielded,,22.45,20.64,19.73,DECaLS
106,107,,DESI-115.3417+37.4889,DC,3.5,1,0.96,0.6031,,L18,,21.79,20.29,18.82,MzLS
107,108,,DESI-116.3092+33.6326,DC,3.5,1,0.33,0.5642,,L18,,22.8,20.94,19.19,MzLS
108,109,,DESI-118.4491+20.9528,DC,4,0,0.99,0.5866,,L18,,22.71,20.25,18.27,DECaLS
109,110,,DESI-118.8480+34.7610,DC,4,0,1.0,0.7224,,L18,i,22.89,21.29,19.46,MzLS
110,111,,DESI-130.6476+30.3670,DC,3.5,1,0.33,0.5041,,L18,,24.01,22.4,20.42,DECaLS
111,112,,DESI-131.6362-01.9047,DC,3.5,1,1.0,0.5422,,L18,e,22.25,20.62,18.74,DECaLS
112,113,,DESI-134.3046+16.4322,DC,3.5,1,0.38,0.4441,,L18,,20.86,19.03,17.95,DECaLS
113,114,,DESI-139.5922+61.1759,REX,3.5,1,0.29,,0.242+/-0.062,L18,,22.01,20.57,19.75,MzLS
114,115,,DESI-141.4491+37.3023,DC,3.5,1,0.65,0.5527,,L18,,22.01,20.2,18.78,MzLS
115,116,,DESI-142.0189+20.5292,DC,3.5,1,0.2,,0.198+/-0.006,L18,,16.92,15.62,14.82,DECaLS
116,117,,DESI-142.9212-06.7297,REX,4,0,0.1,,0.264+/-0.032,L18,,20.31,19.01,18.25,DECaLS
117,118,,DESI-147.9185+07.5090,DC,4,0,0.15,0.3527,,L18,,20.27,18.63,17.74,DECaLS
118,119,,DESI-148.1676+34.5795,DC,4,0,0.5,0.3963,,shielded,h,20.54,18.82,17.94,MzLS
119,120,,DESI-151.1424+41.2121,DC,4,0,0.3,0.5934,,L18,c,21.03,19.29,17.76,MzLS
120,121,,DESI-151.2154-00.5291,REX,3.5,1,1.0,0.6335,,shielded,,21.01,19.85,18.57,DECaLS
121,122,,DESI-151.7182-07.9276,DC,4,0,0.99,,0.569+/-0.025,L18,,21.34,19.45,18.13,DECaLS
122,123,,DESI-153.7269+44.2610,REX,3.5,1,0.54,0.2971,,shielded,,20.07,18.55,17.7,MzLS
123,124,,DESI-153.7937+32.5308,DC,4,0,0.08,,0.243+/-0.147,L18,,19.81,18.21,17.37,MzLS
124,125,,DESI-156.8137+11.8314,REX,3.5,1,0.28,0.28,,shielded,,19.83,18.66,17.93,DECaLS
125,126,,DESI-157.4222+20.4043,DC,3.5,1,0.43,,0.946+/-0.324,shielded,,24.05,22.23,19.72,DECaLS
126,127,,DESI-157.6135-06.6858,DC,4,0,1.0,,0.463+/-0.029,L18,,20.48,18.68,17.59,DECaLS
127,128,,DESI-160.1716+18.8477,DC,4,0,0.35,,0.358+/-0.039,L18,,19.13,17.54,16.65,DECaLS
128,129,,DESI-161.1159+31.2337,DC,4,0,0.83,0.5291,,L18,,22.85,20.98,19.4,DECaLS
129,130,,DESI-161.4114-08.8359,DC,3.5,1,0.98,,0.813+/-0.150,L18,,22.07,20.94,19.29,DECaLS
130,131,,DESI-162.3475+35.7447,DC,3.5,1,0.29,0.2603,,L18,,19.18,17.52,16.6,MzLS
131,132,,DESI-164.9800+42.8595,REX,4,0,0.29,,0.817+/-0.036,shielded,,23.76,21.91,19.97,MzLS
132,133,,DESI-166.9974+04.1560,DC,3.5,1,0.67,0.3359,,L18,,18.86,17.12,16.18,DECaLS
133,134,,DESI-168.7683+16.7607,DC,4,0,0.96,0.6197,,L18,,21.31,19.39,18.17,DECaLS
134,135,,DESI-169.2414+14.7197,DC,3.5,1,0.47,0.5424,,shielded,,21.8,19.95,18.42,DECaLS
135,136,,DESI-169.9718+14.7456,REX,4,0,0.16,0.1967,,shielded,,20.41,19.35,18.65,DECaLS
136,137,,DESI-173.3049+50.1444,DC,4,0,0.92,0.2426,,L18,,18.8,17.33,16.36,MzLS
137,138,,DESI-174.5481+14.7863,DC,3.5,1,0.96,0.5457,,L18,,21.6,19.87,18.61,DECaLS
138,139,,DESI-175.0410+22.8792,DC,3.5,1,0.99,0.5426,,L18,,21.16,19.43,18.13,DECaLS
139,140,,DESI-175.4961+19.3041,REX,4,0,1.0,0.5425,,L18,,21.12,19.86,18.87,DECaLS
140,141,,DESI-176.0987+17.7551,DC,3.5,1,0.49,0.5273,,L18,,21.19,19.28,18.01,DECaLS
141,142,,DESI-178.0775+08.8170,DC,4,0,1.0,0.3244,,L18,,20.33,18.75,17.88,DECaLS
142,143,,DESI-179.0228+19.1869,DC,4,0,1.0,0.5689,,L18,,21.23,19.36,18.1,DECaLS
143,144,,DESI-179.5632-06.6056,DC,3.5,1,0.75,,0.430+/-0.014,L18,,20.58,18.77,17.79,DECaLS
144,145,,DESI-179.8326+61.7939,DC,3.5,1,0.99,0.3393,,L18,,20.5,18.84,17.88,MzLS
145,146,,DESI-180.2708-02.3681,REX,3.5,1,0.93,0.3667,,shielded,,21.02,19.28,18.39,DECaLS
146,147,,DESI-181.9031+52.9176,DC,4,0,1.0,0.3428,,L18,,19.59,18.03,17.17,MzLS
147,148,,DESI-183.0792+27.5646,REX,4,0,0.44,0.3364,,shielded,,22.17,20.57,19.71,DECaLS
148,149,,DESI-186.8276-07.1227,REX,3.5,1,1.0,,0.617+/-0.126,shielded,,20.88,20.01,18.96,DECaLS
149,150,,DESI-187.2782+59.1413,DC,3.5,1,0.98,0.5802,,L18,,21.84,20.25,18.83,MzLS
150,151,,DESI-188.2155+27.0359,DC,3.5,1,1.0,0.5566,,L18,,21.19,19.89,18.91,DECaLS
151,152,,DESI-189.4008+55.5619,DC,4,0,1.0,0.4279,,L18,,20.2,18.45,17.51,MzLS
152,153,,DESI-189.9885+12.6693,DC,3.5,1,0.16,0.2183,,L18,,19.1,17.79,17.03,DECaLS
153,154,,DESI-190.1345+45.1508,DC,4,0,1.0,0.2256,,L18,,19.56,18.24,17.41,MzLS
154,155,,DESI-190.6911+75.8730,REX,3.5,1,0.87,,0.424+/-0.031,shielded,,22.39,20.57,19.63,MzLS
155,156,,DESI-190.7929+21.3329,DC,3.5,1,0.99,0.3106,,L18,,20.07,18.34,17.45,DECaLS
156,157,,DESI-191.2226+04.2210,DC,3.5,1,0.83,0.326,,L18,e,19.86,18.22,17.37,DECaLS
157,158,,DESI-192.4699+03.1592,DC,3.5,1,1.0,0.3202,,L18,,20.16,18.5,17.61,DECaLS
158,159,,DESI-192.9428+01.7155,DC,4,0,0.31,0.673,,L18,,22.22,20.16,18.47,DECaLS
159,160,,DESI-196.4575+22.9256,DC,4,0,1.0,0.2677,,L18,,20.18,18.59,17.69,DECaLS
160,161,,DESI-197.5704+14.7474,REX,4,0,0.14,0.2943,,shielded,,20.72,19.13,18.29,DECaLS
161,162,,DESI-200.7252+58.1651,DC,4,0,0.68,0.2229,,L18,,18.44,17.2,16.46,MzLS
162,163,,DESI-200.7678+03.7216,DC,4,0,0.34,,0.896+/-0.078,shielded,,23.22,21.28,19.38,DECaLS
163,164,,DESI-205.1910+38.5483,DC,3.5,1,0.96,0.6334,,L18,,22.11,20.44,18.79,MzLS
164,165,,DESI-211.6718+08.7580,REX,3.5,1,0.38,0.1857,,shielded,,23.49,21.65,19.8,DECaLS
165,166,,DESI-211.9734-00.4713,REX,3.5,1,0.15,0.481,,L18,l,20.73,18.93,17.85,DECaLS
166,167,,DESI-214.3545+76.2152,REX,4,0,0.28,,0.343+/-0.386,shielded,,20.63,19.93,19.66,MzLS
167,168,,DESI-218.2479-07.2268,DC,3.5,1,1.0,,0.352+/-0.043,L18,,19.23,17.54,16.63,DECaLS
168,169,,DESI-218.3457+60.1209,DC,3.5,1,1.0,,0.408+/-0.072,L18,,20.89,19.48,18.67,MzLS
169,170,,DESI-218.4715+14.0687,DC,3.5,1,1.0,0.5512,,L18,,22.87,21.22,19.91,DECaLS
170,171,,DESI-220.4549+14.6891,DC,4,0,1.0,0.6149,,L18,,22.4,20.53,18.74,DECaLS
171,172,,DESI-221.8241+78.0430,DC,4,0,0.3,,0.415+/-0.281,L18,,18.21,16.6,15.73,MzLS
172,173,,DESI-227.3528+39.0279,DC,4,0,1.0,0.5975,,L18,,21.73,20.18,18.55,MzLS
173,174,,DESI-227.5364+20.6236,DC,3.5,1,1.0,0.5847,,L18,,22.27,20.31,18.67,DECaLS
174,175,,DESI-234.8707+16.8379,DC,3.5,1,0.99,0.3979,,L18,,20.02,18.12,17.15,DECaLS
175,176,,DESI-240.8979+05.8745,DC,3.5,1,0.97,0.6753,,shielded,,24.18,23.49,21.68,DECaLS
176,177,,DESI-241.2220+74.5292,DC,3.5,1,0.15,,0.331+/-0.021,L18,,20.79,19.23,18.33,MzLS
177,178,,DESI-245.7514+21.6226,DC,4,0,1.0,,0.782+/-0.062,L18,,21.66,20.11,18.31,DECaLS
178,179,,DESI-246.0062+01.4836,DC,3.5,1,1.0,,0.912+/-0.105,L18,,22.73,21.13,19.19,DECaLS
179,180,,DESI-248.5498+70.9303,DC,3.5,1,0.78,,0.237+/-0.017,L18,,17.97,16.49,15.64,MzLS
180,181,,DESI-252.2720+02.3993,DC,4,0,1.0,,0.480+/-0.139,L18,,20.22,19.16,18.25,DECaLS
181,182,,DESI-252.9173+28.0881,DC,3.5,1,1.0,,0.719+/-0.130,L18,,22.11,20.31,18.65,DECaLS
182,183,,DESI-253.2534+26.8843,DC,3.5,1,0.97,0.5214,,shielded,,23.66,21.78,20.35,DECaLS
183,184,,DESI-254.4235+34.8162,DC,4,0,1.0,0.5777,,L18,,22.71,20.88,19.07,MzLS
184,185,,DESI-260.8405+23.8442,DC,4,0,0.99,,0.424+/-0.155,shielded,,18.35,16.99,16.15,DECaLS
185,186,,DESI-260.9006+34.1995,DC,3.5,1,0.85,0.4184,,shielded,h,19.87,18.17,17.14,MzLS
186,187,,DESI-266.4075+39.8584,REX,4,0,0.17,,0.339+/-0.050,L18,,19.05,17.38,16.44,MzLS
187,188,,DESI-277.9494+54.3033,DC,4,0,0.14,,0.252+/-0.009,L18,,18.13,16.59,15.71,MzLS
188,189,,DESI-278.8338+46.1076,DC,3.5,1,0.28,,0.420+/-0.016,L18,,19.63,17.72,16.67,MzLS
189,190,,DESI-287.1099+70.4625,DC,3.5,1,0.84,,0.518+/-0.049,shielded,,21.87,19.81,18.62,MzLS
190,191,,DESI-292.2833+55.8034,DC,3.5,1,0.95,,0.859+/-0.067,L18,,24.02,21.99,19.78,MzLS
191,192,,DESI-310.8020-06.1649,DC,3.5,1,0.61,0.5076,,L18,,22.5,20.43,18.55,DECaLS
192,193,,DESI-327.8408+13.7884,DC,4,0,0.1,0.2015,,L18,,19.29,18.05,17.21,DECaLS
193,194,,DESI-329.6820+02.9584,DC,4,0,1.0,0.2886,,L18,,19.13,17.59,16.74,DECaLS
194,195,,DESI-333.3655-13.2491,DC,4,0,1.0,,0.110+/-0.008,L18,,17.74,16.69,15.93,DECaLS
195,196,,DESI-333.9656+04.5843,DC,4,0,0.19,0.5863,,L18,e,22.43,20.47,18.82,DECaLS
196,197,,DESI-335.5357+27.7599,DC,3.5,1,0.55,0.4695,,L18,,20.37,18.5,17.34,DECaLS
197,198,,DESI-339.8880-04.4883,DC,3.5,1,1.0,0.5318,,L18,,21.09,19.32,18.05,DECaLS
198,199,,DESI-340.2304-00.0128,DC,3.5,1,0.59,0.424,,L18,e,20.72,19.2,18.21,DECaLS
199,200,,DESI-341.0206+27.9877,DC,3.5,1,0.79,0.3373,,shielded,,19.19,17.39,16.43,DECaLS
200,201,,DESI-341.8012-02.0939,DC,4,0,1.0,0.3535,,L18,,19.83,18.17,17.29,DECaLS
201,202,,DESI-342.1516-01.3928,DC,3.5,1,0.99,0.6776,,L18,d,20.86,18.92,17.8,DECaLS
202,203,,DESI-342.9290-03.4136,REX,3.5,1,0.13,0.258,,shielded,,18.17,16.66,15.82,DECaLS
203,204,,DESI-343.0402-04.2187,DC,3.5,1,0.97,0.4208,,L18,,19.67,17.83,16.83,DECaLS
204,205,,DESI-344.5567+17.1506,DC,4,0,0.91,0.6646,,L18,,22.96,20.81,18.9,DECaLS
205,206,,DESI-345.0719+22.2249,DC,4,0,0.44,0.4182,,L18,,21.35,19.3,18.2,DECaLS
206,207,,DESI-345.8609+23.4760,DC,3.5,1,0.86,0.3252,,L18,,19.04,17.37,16.43,DECaLS
207,208,,DESI-346.7668-13.3744,DC,4,0,0.96,,0.575+/-0.100,L18,,20.83,18.93,17.73,DECaLS
208,209,,DESI-347.0926-02.1923,DC,3.5,1,0.65,0.3578,,L18,d,21.58,19.97,19.12,DECaLS
209,210,,DESI-347.7824+05.4971,DC,3.5,1,0.17,0.5875,,L18,,20.75,18.94,17.25,DECaLS
210,211,,DESI-351.7484+20.4496,DC,3.5,1,0.15,0.6529,,L18,,22.82,20.83,18.86,DECaLS
211,212,,DESI-353.4836-14.3846,DC,3.5,1,0.57,,0.372+/-0.061,L18,,20.36,18.99,18.15,DECaLS
212,213,,DESI-353.5287-07.7712,REX,4,0,0.13,,0.522+/-0.100,L18,,19.96,18.11,17.16,DECaLS
213,214,,DESI-355.2727-57.2679,REX,4,0,0.95,,0.447+/-0.044,L18,,19.22,17.53,16.5,DECaLS
214,215,,DESI-356.7894-62.7765,REX,4,0,0.29,,0.252+/-0.033,shielded,,19.62,18.23,17.43,DECaLS
215,216,,DESI-359.7003-61.4330,REX,4,0,0.94,,0.730+/-0.044,shielded,,19.96,18.06,17.11,DECaLS
216,217,,DESI-004.0930-09.1126,DC,3,0,0.98,,0.445+/-0.021,shielded,,22.07,20.24,19.22,DECaLS
217,218,,DESI-004.2564-10.1530,DC,3,0,0.6,0.5201,,L18,,21.22,19.52,18.29,DECaLS
218,219,,DESI-004.8654+32.0834,REX,3,0,0.82,0.5566,,L18,,19.9,18.13,17.21,MzLS
219,220,,DESI-005.2593-26.5437,DC,3,0,0.99,0.4548,,shielded,,23.24,21.31,19.77,DECaLS
220,221,,DESI-008.0382-11.7536,DC,3,0,0.7,,0.542+/-0.012,L18,,20.36,18.49,17.23,DECaLS
221,222,,DESI-009.5789-22.7448,DC,3,0,0.95,,0.659+/-0.028,L18,,22.95,20.87,19.36,DECaLS
222,223,,DESI-010.9823-38.8884,REX,3,0,0.83,,0.636+/-0.041,L18,,20.87,19.87,19.02,DECaLS
223,224,,DESI-011.3586-34.2832,REX,3,0,1.0,,0.860+/-0.078,L18,,21.52,20.81,19.63,DECaLS
224,225,,DESI-013.2126-24.3469,DC,3,0,0.97,,0.601+/-0.011,shielded,,21.8,19.92,18.5,DECaLS
225,226,,DESI-013.8104-15.9165,REX,3,2,0.32,,0.741+/-0.055,shielded,,21.5,20.43,19.2,DECaLS
226,227,,DESI-014.1400-29.2327,DC,3,0,0.99,0.5234,,L18,,21.47,19.53,18.18,DECaLS
227,228,,DESI-014.3122+21.6428,DC,3,0,0.28,,0.824+/-0.038,L18,,23.62,21.38,19.46,DECaLS
228,229,,DESI-014.6685+05.7665,DC,3,0,0.44,0.1696,,L18,,22.8,20.87,19.27,DECaLS
229,230,,DESI-014.7995-22.0867,DC,3,0,1.0,,0.780+/-0.057,L18,,22.99,20.97,19.15,DECaLS
230,231,,DESI-015.2049+18.3077,DC,3,2,0.51,,0.593+/-0.012,L18,,21.4,19.57,18.17,DECaLS
231,232,,DESI-015.4982-21.4487,DC,3,0,0.97,,0.435+/-0.027,L18,d,19.87,18.05,17.04,DECaLS
232,233,,DESI-015.7396-29.1895,DC,3,0,1.0,,0.266+/-0.013,L18,d,18.66,17.19,16.36,DECaLS
233,234,,DESI-015.9372+27.1025,DC,3,0,0.69,,0.381+/-0.022,L18,,20.2,18.41,17.44,DECaLS
234,235,,DESI-016.1300-19.8697,DC,3,0,1.0,,0.420+/-0.024,shielded,,21.34,19.55,18.59,DECaLS
235,236,,DESI-016.3170+01.4392,DC,3,0,0.61,,0.253+/-0.008,shielded,e,18.79,17.33,16.53,DECaLS
236,237,,DESI-016.5259-31.0774,DC,3,0,0.99,0.2603,,L18,,21.15,19.46,18.21,DECaLS
237,238,,DESI-016.5369-37.0055,REX,3,0,0.85,,0.419+/-0.081,shielded,,21.86,20.4,19.62,DECaLS
238,239,,DESI-018.7209-25.2845,DC,3,0,0.23,,0.787+/-0.034,L18,,23.08,21.28,19.51,DECaLS
239,240,,DESI-020.7960+30.9619,DC,3,0,0.92,,0.622+/-0.021,L18,,21.47,19.83,18.4,DECaLS
240,241,,DESI-021.1715-06.9096,DC,3,2,0.32,,0.403+/-0.033,L18,,20.67,18.8,17.89,DECaLS
241,242,,DESI-023.0157-16.0040,DC,3,0,0.98,,0.492+/-0.047,L18,,20.48,19.01,18.0,DECaLS
242,243,,DESI-024.7188-16.8552,DC,3,0,0.94,,0.553+/-0.016,L18,,21.32,19.56,18.32,DECaLS
243,244,,DESI-025.7083-19.7918,DC,3,0,1.0,,0.267+/-0.016,L18,,18.6,17.17,16.4,DECaLS
244,245,,DESI-025.9390-26.2946,DC,3,0,0.99,,0.334+/-0.019,L18,,19.17,17.55,16.68,DECaLS
245,246,,DESI-026.7621-01.9526,REX,3,0,0.28,,0.160+/-0.083,L18,,19.69,19.26,19.08,DECaLS
246,247,,DESI-027.4483+12.4652,DC,3,0,0.64,,0.403+/-0.011,L18,,20.19,18.29,17.3,DECaLS
247,248,,DESI-027.5036+27.4267,DC,3,0,0.64,,0.300+/-0.011,L18,,19.13,17.52,16.64,DECaLS
248,249,,DESI-027.8944+05.1619,DC,3,0,1.0,,0.485+/-0.034,L18,,21.89,20.08,18.95,DECaLS
249,250,,DESI-027.9100-24.4413,DC,3,0,0.5,,0.420+/-0.040,L18,,20.81,19.17,18.25,DECaLS
250,251,,DESI-028.6096-23.4067,DC,3,2,1.0,,0.828+/-0.067,L18,,23.8,21.76,19.93,DECaLS
251,252,,DESI-029.3219+25.4699,DC,3,0,0.96,,0.305+/-0.021,L18,,19.98,18.35,17.36,DECaLS
252,253,,DESI-029.9198-24.0197,REX,3,2,0.88,,0.813+/-0.062,shielded,,20.93,20.22,19.03,DECaLS
253,254,,DESI-030.4360-27.6618,DC,3,0,1.0,,0.865+/-0.080,L18,d,22.38,21.26,19.53,DECaLS
254,255,,DESI-030.5443-01.3779,REX,3,2,0.96,,0.694+/-0.039,shielded,,21.72,20.54,19.35,DECaLS
255,256,,DESI-031.0343-29.3024,DC,3,0,0.13,,0.746+/-0.208,L18,,21.66,20.68,19.01,DECaLS
256,257,,DESI-033.4120-28.2374,DC,3,0,0.44,,0.795+/-0.030,L18,,22.07,20.33,18.55,DECaLS
257,258,,DESI-033.4558+14.1537,DC,3,0,0.92,,0.329+/-0.040,L18,,20.26,18.89,18.08,DECaLS
258,259,,DESI-033.8095-29.1570,DC,3,0,1.0,,0.646+/-0.334,shielded,d,20.57,20.18,19.42,DECaLS
259,260,,DESI-034.0760+02.9333,DC,3,0,0.2,,0.974+/-0.051,L18,,23.67,21.9,19.79,DECaLS
260,261,,DESI-034.5995-01.9843,DC,3,0,0.11,,0.312+/-0.033,L18,e,19.68,18.34,17.58,DECaLS
261,262,,DESI-034.7077-14.7784,DC,3,2,0.7,,0.576+/-0.011,shielded,,21.88,19.97,18.63,DECaLS
262,263,,DESI-035.0142+02.7345,DC,3,0,0.97,0.4549,,L18,,19.86,18.37,17.5,DECaLS
263,264,,DESI-036.0843-31.9371,DC,3,2,0.93,0.2928,,L18,,22.32,20.44,19.26,DECaLS
264,265,,DESI-037.0680-29.3960,DC,3,0,0.45,,0.292+/-0.010,L18,,19.27,17.71,16.88,DECaLS
265,266,,DESI-037.7246+20.8596,DC,3,0,0.98,,0.653+/-0.065,L18,,21.8,20.24,18.76,DECaLS
266,267,,DESI-038.5455-35.7895,REX,3,0,0.4,,0.534+/-0.069,L18,,22.16,20.46,19.33,DECaLS
267,268,,DESI-038.6407-14.8060,DC,3,0,1.0,0.5866,,L18,,23.18,21.13,19.3,DECaLS
268,269,,DESI-039.7648-30.8467,DC,3,2,0.9,,0.487+/-0.041,shielded,,20.92,19.27,18.17,DECaLS
269,270,,DESI-040.7511-19.8931,REX,3,2,0.97,0.3527,,shielded,,21.57,20.71,19.5,DECaLS
270,271,,DESI-041.1456-17.2445,REX,3,2,0.82,0.3963,,shielded,,21.97,20.44,19.66,DECaLS
271,272,,DESI-042.2860-28.3551,REX,3,2,0.47,0.5934,,shielded,,21.98,21.2,19.86,DECaLS
272,273,,DESI-042.3475+16.8733,DC,3,2,0.84,,0.696+/-0.087,shielded,,22.09,20.76,19.43,DECaLS
273,274,,DESI-042.5350+00.1379,DC,3,0,0.87,,0.805+/-0.024,L18,,23.14,21.21,19.26,DECaLS
274,275,,DESI-042.8971-12.3337,DC,3,0,1.0,,0.440+/-0.008,L18,d,20.45,18.57,17.57,DECaLS
275,276,,DESI-044.1841-09.2468,DC,3,0,1.0,,0.885+/-0.076,L18,,22.06,21.12,19.58,DECaLS
276,277,,DESI-044.3830-23.3527,REX,3,2,0.4,0.5291,,shielded,,20.6,19.49,18.64,DECaLS
277,278,,DESI-044.5235-34.8959,REX,3,0,0.81,,0.442+/-0.052,shielded,,18.92,17.26,16.37,DECaLS
278,279,,DESI-045.5878-04.3899,REX,3,0,0.2,,0.392+/-0.038,shielded,,21.63,19.86,18.96,DECaLS
279,280,,DESI-046.4172-29.5712,DC,3,0,0.24,0.6197,,L18,g,20.36,18.61,17.71,DECaLS
280,281,,DESI-047.1385-17.6676,REX,3,0,0.78,0.1967,,shielded,,21.31,20.5,19.43,DECaLS
281,282,,DESI-047.3494-30.1968,DC,3,0,0.89,0.2426,,L18,,21.41,19.76,18.76,DECaLS
282,283,,DESI-047.4380-14.6211,DC,3,0,1.0,0.5425,,L18,d,22.58,21.34,19.54,DECaLS
283,284,,DESI-048.6263-09.5613,DC,3,0,0.1,0.3244,,L18,,20.98,19.38,18.31,DECaLS
284,285,,DESI-048.6484-21.4665,DC,3,0,0.45,0.5689,,L18,d,20.37,18.53,17.5,DECaLS
285,286,,DESI-048.9389-29.9643,DC,3,0,0.51,0.3428,,L18,,21.22,19.47,18.23,DECaLS
286,287,,DESI-050.7649-27.5687,DC,3,0,0.65,0.3364,,L18,,20.33,18.44,17.23,DECaLS
287,288,,DESI-051.2051-10.3481,DC,3,0,1.0,0.4279,,L18,a,20.83,19.27,18.13,DECaLS
288,289,,DESI-053.7319-19.9224,DC,3,0,0.65,0.2256,,shielded,,20.81,19.0,18.03,DECaLS
289,290,,DESI-054.7129-14.1391,REX,3,2,0.39,0.673,,shielded,,23.81,22.36,20.38,DECaLS
