name,RA,DEC,grade,score,resnet_model,region,probability,tractor_type,spec_z,photo_z
DESI-052.6889-29.4983,52.6889,-29.4983,C,2.0,shielded,DECaLS,0.85,REX,,0.645+/-0.086
DESI-052.7565-09.4508,52.7565,-9.4508,C,2.0,l18,DECaLS,0.97,DC,,0.860+/-0.053
DESI-052.9149-18.2136,52.9149,-18.2136,C,2.0,shielded,DECaLS,0.5,REX,,0.334+/-0.036
DESI-053.1504-39.1976,53.1504,-39.1976,C,2.5,shielded,DECaLS,0.14,REX,,0.532+/-0.082
DESI-053.7471-26.5755,53.7471,-26.5755,C,2.0,shielded,DECaLS,0.44,DC,,0.332+/-0.008
DESI-053.9519-29.9771,53.9519,-29.9771,C,2.0,l18,DECaLS,0.99,DC,,0.318+/-0.010
DESI-054.1741-20.3531,54.1741,-20.3531,C,2.5,l18,DECaLS,0.55,DC,,0.597+/-0.013
DESI-054.2674-04.8785,54.2674,-4.8785,C,2.5,shielded,DECaLS,0.17,REX,,0.386+/-0.033
DESI-054.4002-15.7893,54.4002,-15.7893,C,2.0,shielded,DECaLS,0.63,REX,,0.410+/-0.075
DESI-054.4115-21.0294,54.4115,-21.0294,C,2.5,shielded,DECaLS,0.83,DC,,0.782+/-0.050
DESI-054.6271-05.6708,54.6271,-5.6708,C,2.0,l18,DECaLS,0.69,DC,0.6146,nan
DESI-054.6308-24.6332,54.6308,-24.6332,C,2.0,l18,DECaLS,0.83,DC,,0.582+/-0.021
DESI-054.7432-28.2190,54.7432,-28.219,C,2.5,shielded,DECaLS,0.35,REX,,0.422+/-0.077
DESI-054.7788-12.2879,54.7788,-12.2879,C,2.0,shielded,DECaLS,0.92,REX,0.3747,nan
DESI-054.8226-38.9498,54.8226,-38.9498,C,2.0,shielded,DECaLS,0.99,REX,,0.715+/-0.044
DESI-055.0105-27.3081,55.0105,-27.3081,C,2.5,l18,DECaLS,0.89,DC,,0.761+/-0.066
DESI-055.4130-13.4363,55.413,-13.4363,C,2.0,shielded,DECaLS,0.78,REX,,0.790+/-0.142
DESI-055.4365-31.6484,55.4365,-31.6484,C,2.5,l18,DECaLS,0.92,DC,,0.796+/-0.047
DESI-055.6364-20.0025,55.6364,-20.0025,C,2.0,l18,DECaLS,0.27,DC,,0.650+/-0.049
DESI-055.7686-10.8819,55.7686,-10.8819,C,2.5,l18,DECaLS,0.23,DC,,0.583+/-0.023
DESI-055.8961-29.9218,55.8961,-29.9218,C,2.0,l18,DECaLS,0.2,DC,,0.409+/-0.054
DESI-056.3743-33.2010,56.3743,-33.201,C,2.0,shielded,DECaLS,0.49,REX,,0.879+/-0.102
DESI-056.4484-30.3933,56.4484,-30.3933,C,2.5,l18,DECaLS,0.87,DC,,0.455+/-0.049
DESI-056.5384-26.4042,56.5384,-26.4042,C,2.0,l18,DECaLS,0.88,DC,,0.601+/-0.053
DESI-056.5861-09.6696,56.5861,-9.6696,C,2.0,shielded,DECaLS,0.9,REX,,0.699+/-0.045
DESI-056.6788-09.2313,56.6788,-9.2313,C,2.5,l18,DECaLS,0.99,DC,,0.427+/-0.021
DESI-056.8707-25.7853,56.8707,-25.7853,C,2.0,l18,DECaLS,0.12,DC,,0.611+/-0.028
DESI-056.8839-20.4636,56.8839,-20.4636,C,2.0,l18,DECaLS,0.39,DC,,0.298+/-0.010
DESI-057.0469-25.5083,57.0469,-25.5083,C,2.0,shielded,DECaLS,0.13,REX,,0.654+/-0.075
DESI-057.2082-22.3314,57.2082,-22.3314,C,2.0,l18,DECaLS,0.87,DC,,0.499+/-0.031
DESI-057.3298-26.9437,57.3298,-26.9437,C,2.0,l18,DECaLS,0.4,DC,,0.690+/-0.127
DESI-057.4192-19.9070,57.4192,-19.907,C,2.0,shielded,DECaLS,0.29,REX,,0.824+/-0.127
DESI-057.7531-19.8013,57.7531,-19.8013,C,2.5,l18,DECaLS,0.32,DC,,0.681+/-0.030
DESI-057.8307-15.1796,57.8307,-15.1796,C,2.0,l18,DECaLS,0.46,DC,,0.455+/-0.022
DESI-057.9593-22.2418,57.9593,-22.2418,C,2.0,shielded,DECaLS,0.97,REX,,0.753+/-0.050
DESI-058.1777-19.3799,58.1777,-19.3799,C,2.5,l18,DECaLS,0.95,DC,,0.631+/-0.040
DESI-058.3477-30.5941,58.3477,-30.5941,C,2.5,shielded,DECaLS,0.51,REX,,0.867+/-0.056
DESI-058.3547-02.8941,58.3547,-2.8941,C,2.0,l18,DECaLS,0.82,DC,,0.483+/-0.027
DESI-059.9626-26.5819,59.9626,-26.5819,C,2.5,shielded,DECaLS,0.36,DC,,0.276+/-0.030
DESI-060.0000-27.7231,60.0,-27.7231,C,2.0,shielded,DECaLS,0.7,DC,,0.700+/-0.052
DESI-060.1170-15.1166,60.117,-15.1166,C,2.5,l18,DECaLS,0.12,DC,,0.355+/-0.033
DESI-060.5532-27.5316,60.5532,-27.5316,C,2.0,shielded,DECaLS,0.17,REX,,0.454+/-0.077
DESI-060.5576-32.2606,60.5576,-32.2606,C,2.0,l18,DECaLS,0.24,DC,,0.912+/-0.063
DESI-060.6043-22.0993,60.6043,-22.0993,C,2.5,l18,DECaLS,0.15,DC,,0.804+/-0.063
DESI-060.7510-18.9797,60.751,-18.9797,C,2.0,l18,DECaLS,0.14,DC,,0.238+/-0.013
DESI-060.7611-18.5019,60.7611,-18.5019,C,2.0,l18,DECaLS,0.97,DC,,0.731+/-0.097
DESI-061.0473-16.8863,61.0473,-16.8863,C,2.0,l18,DECaLS,0.21,DC,,0.649+/-0.030
DESI-061.1937-08.7636,61.1937,-8.7636,C,2.5,l18,DECaLS,0.48,DC,,0.466+/-0.150
DESI-061.3000-15.6132,61.3,-15.6132,C,2.5,l18,DECaLS,0.99,DC,,0.426+/-0.026
DESI-061.3613-25.6735,61.3613,-25.6735,C,2.5,l18,DECaLS,0.96,DC,,0.280+/-0.010
DESI-061.5534-22.9034,61.5534,-22.9034,C,2.5,shielded,DECaLS,0.69,DC,,0.802+/-0.021
DESI-061.6860-14.6132,61.686,-14.6132,C,2.5,l18,DECaLS,0.12,DC,,0.437+/-0.014
DESI-061.9786-31.8631,61.9786,-31.8631,C,2.0,l18,DECaLS,0.81,DC,,0.953+/-0.087
DESI-062.2880-32.0960,62.288,-32.096,C,2.5,l18,DECaLS,0.83,DC,,0.385+/-0.021
DESI-062.3942-31.5637,62.3942,-31.5637,C,2.0,l18,DECaLS,0.23,DC,,0.869+/-0.041
DESI-062.4692-32.1910,62.4692,-32.191,C,2.0,l18,DECaLS,0.29,DC,,0.614+/-0.023
DESI-062.5854-03.6132,62.5854,-3.6132,C,2.5,shielded,DECaLS,0.6,DC,,0.696+/-0.049
DESI-062.6288-14.8934,62.6288,-14.8934,C,2.5,l18,DECaLS,0.99,DC,,0.568+/-0.044
DESI-062.6611-19.4171,62.6611,-19.4171,C,2.5,l18,DECaLS,0.91,DC,,0.556+/-0.090
DESI-063.2031-01.8160,63.2031,-1.816,C,2.5,l18,DECaLS,0.8,DC,,0.296+/-0.021
DESI-063.2873-35.0175,63.2873,-35.0175,C,2.0,l18,DECaLS,0.14,REX,,0.769+/-0.033
DESI-063.4434-29.6321,63.4434,-29.6321,C,2.0,l18,DECaLS,0.44,DC,,0.873+/-0.080
DESI-064.0540-30.3893,64.054,-30.3893,C,2.5,l18,DECaLS,1.0,REX,,0.627+/-0.060
DESI-064.1560-20.0800,64.156,-20.08,C,2.0,l18,DECaLS,0.79,DC,,0.404+/-0.052
DESI-064.5125-19.1295,64.5125,-19.1295,C,2.0,l18,DECaLS,0.81,DC,,0.476+/-0.022
DESI-064.5883-31.2553,64.5883,-31.2553,C,2.5,l18,DECaLS,0.99,DC,,0.514+/-0.019
DESI-064.6062-24.9971,64.6062,-24.9971,C,2.0,l18,DECaLS,0.11,DC,,0.324+/-0.051
DESI-064.8599-09.5649,64.8599,-9.5649,C,2.0,l18,DECaLS,0.61,DC,,0.574+/-0.032
DESI-064.8752-37.1532,64.8752,-37.1532,C,2.0,shielded,DECaLS,0.15,REX,,0.366+/-0.041
DESI-065.1328-21.1219,65.1328,-21.1219,C,2.0,shielded,DECaLS,0.3,DC,,0.694+/-0.027
DESI-065.2204-24.1023,65.2204,-24.1023,C,2.5,l18,DECaLS,0.25,DC,,0.592+/-0.094
DESI-065.2768-20.9997,65.2768,-20.9997,C,2.0,l18,DECaLS,0.67,DC,,0.812+/-0.046
DESI-065.4182-22.9294,65.4182,-22.9294,C,2.0,l18,DECaLS,0.16,DC,,0.620+/-0.030
DESI-065.4574-11.0477,65.4574,-11.0477,C,2.5,l18,DECaLS,0.96,DC,,0.576+/-0.032
DESI-065.5424-29.0529,65.5424,-29.0529,C,2.0,shielded,DECaLS,0.14,REX,,0.505+/-0.168
DESI-065.5591-28.8002,65.5591,-28.8002,C,2.5,l18,DECaLS,0.19,DC,,0.416+/-0.051
DESI-065.6339-26.1299,65.6339,-26.1299,C,2.5,l18,DECaLS,0.11,DC,,0.773+/-0.016
DESI-065.7967-01.3515,65.7967,-1.3515,C,2.5,l18,DECaLS,0.37,DC,,0.387+/-0.021
DESI-065.8473-03.3572,65.8473,-3.3572,C,2.0,l18,DECaLS,0.88,DC,,0.603+/-0.008
DESI-066.5255-13.2436,66.5255,-13.2436,C,2.0,l18,DECaLS,1.0,DC,,0.749+/-0.054
DESI-067.6651-25.8495,67.6651,-25.8495,C,2.5,l18,DECaLS,0.93,DC,,0.596+/-0.101
DESI-067.8196-31.4630,67.8196,-31.463,C,2.5,l18,DECaLS,0.3,DC,,0.489+/-0.057
DESI-068.1022-20.0038,68.1022,-20.0038,C,2.5,l18,DECaLS,1.0,DC,,0.555+/-0.009
DESI-068.8475-22.0006,68.8475,-22.0006,C,2.5,shielded,DECaLS,0.45,REX,,0.712+/-0.047
DESI-068.9055-25.3337,68.9055,-25.3337,C,2.5,l18,DECaLS,0.81,DC,,0.544+/-0.053
DESI-068.9980-21.6384,68.998,-21.6384,C,2.0,l18,DECaLS,0.11,DC,,0.517+/-0.035
DESI-069.3619-23.0974,69.3619,-23.0974,C,2.0,l18,DECaLS,0.13,DC,,0.384+/-0.027
DESI-069.5641-32.3475,69.5641,-32.3475,C,2.5,l18,DECaLS,0.97,DC,,0.506+/-0.017
DESI-069.6110-27.1239,69.611,-27.1239,C,2.5,shielded,DECaLS,0.83,DC,,0.757+/-0.031
DESI-069.6660-28.5525,69.666,-28.5525,C,2.0,l18,DECaLS,0.71,DC,,0.592+/-0.024
DESI-070.0841-06.3394,70.0841,-6.3394,C,2.5,l18,DECaLS,0.14,DC,0.1599,nan
DESI-070.1117-24.5699,70.1117,-24.5699,C,2.5,shielded,DECaLS,0.25,DC,,0.672+/-0.221
DESI-070.2650-27.0995,70.265,-27.0995,C,2.0,shielded,DECaLS,0.13,REX,,0.389+/-0.127
DESI-070.8793-32.1335,70.8793,-32.1335,C,2.5,l18,DECaLS,0.28,DC,,0.317+/-0.068
DESI-071.3350-22.0787,71.335,-22.0787,C,2.0,l18,DECaLS,0.97,DC,,0.434+/-0.026
DESI-071.5515-28.6470,71.5515,-28.647,C,2.5,shielded,DECaLS,0.2,REX,,0.810+/-0.120
DESI-071.9694-29.1854,71.9694,-29.1854,C,2.0,l18,DECaLS,0.9,DC,,0.552+/-0.059
DESI-072.0873-19.4173,72.0873,-19.4173,C,2.5,l18,DECaLS,0.5,DC,,1.021+/-0.061
DESI-072.1089-29.1347,72.1089,-29.1347,C,2.0,l18,DECaLS,0.28,DC,,0.341+/-0.059
DESI-072.1777-05.0516,72.1777,-5.0516,C,2.5,l18,DECaLS,0.22,DC,0.2951,nan
DESI-072.8336-18.7814,72.8336,-18.7814,C,2.5,l18,DECaLS,0.43,DC,,0.601+/-0.032
DESI-072.8845-01.0118,72.8845,-1.0118,C,2.5,l18,DECaLS,0.88,DC,0.6166,nan
DESI-072.9124-08.0276,72.9124,-8.0276,C,2.0,shielded,DECaLS,0.29,DC,,0.720+/-0.070
DESI-073.5270-24.5988,73.527,-24.5988,C,2.0,shielded,DECaLS,0.72,DC,,0.793+/-0.057
DESI-073.6913-29.8156,73.6913,-29.8156,C,2.0,l18,DECaLS,0.22,DC,,0.690+/-0.026
DESI-074.2036-00.8212,74.2036,-0.8212,C,2.5,l18,DECaLS,0.49,DC,0.6326,nan
DESI-074.3280-04.4293,74.328,-4.4293,C,2.0,l18,DECaLS,1.0,DC,0.7333,nan
DESI-074.4224-18.7934,74.4224,-18.7934,C,2.0,shielded,DECaLS,0.48,DC,,0.671+/-0.030
DESI-074.4853-23.1579,74.4853,-23.1579,C,2.0,l18,DECaLS,0.34,DC,,0.549+/-0.031
DESI-074.6542-27.1065,74.6542,-27.1065,C,2.0,l18,DECaLS,0.52,DC,,0.558+/-0.024
DESI-075.3911-03.2937,75.3911,-3.2937,C,2.0,l18,DECaLS,0.25,DC,,0.770+/-0.065
DESI-075.4100-18.6007,75.41,-18.6007,C,2.0,l18,DECaLS,0.58,DC,,0.279+/-0.011
DESI-075.5665-31.0876,75.5665,-31.0876,C,2.0,l18,DECaLS,0.92,DC,,0.765+/-0.023
DESI-075.9545-26.6809,75.9545,-26.6809,C,2.0,l18,DECaLS,0.1,REX,,0.650+/-0.050
DESI-076.3503-24.3444,76.3503,-24.3444,C,2.0,shielded,DECaLS,0.58,DC,,0.781+/-0.101
DESI-076.4074-36.0651,76.4074,-36.0651,C,2.5,shielded,DECaLS,0.54,REX,,0.590+/-0.059
DESI-076.7517-25.6907,76.7517,-25.6907,C,2.0,shielded,DECaLS,0.61,REX,,0.624+/-0.030
DESI-077.2638-21.5958,77.2638,-21.5958,C,2.5,l18,DECaLS,0.35,DC,,0.637+/-0.012
DESI-077.3886-30.6005,77.3886,-30.6005,C,2.0,shielded,DECaLS,0.77,DC,,0.626+/-0.158
DESI-077.6960-26.5395,77.696,-26.5395,C,2.5,l18,DECaLS,0.81,DC,,0.726+/-0.054
DESI-077.7769-51.1904,77.7769,-51.1904,C,2.5,shielded,DECaLS,0.32,REX,,0.305+/-0.075
DESI-078.4202-28.2351,78.4202,-28.2351,C,2.0,l18,DECaLS,0.41,DC,,0.713+/-0.045
DESI-079.4502-23.2598,79.4502,-23.2598,C,2.0,l18,DECaLS,0.6,DC,,0.521+/-0.050
DESI-079.7106-32.3011,79.7106,-32.3011,C,2.5,l18,DECaLS,0.12,DC,,0.545+/-0.010
DESI-080.2860-18.3170,80.286,-18.317,C,2.5,l18,DECaLS,0.63,DC,,0.803+/-0.034
DESI-080.6361-24.9674,80.6361,-24.9674,C,2.0,l18,DECaLS,0.41,DC,,0.525+/-0.012
DESI-080.6724-24.0688,80.6724,-24.0688,C,2.0,l18,DECaLS,0.37,DC,,0.446+/-0.012
DESI-080.9091-21.0160,80.9091,-21.016,C,2.0,l18,DECaLS,0.84,DC,,0.758+/-0.014
DESI-081.2511-26.2779,81.2511,-26.2779,C,2.0,l18,DECaLS,0.97,DC,,0.753+/-0.020
DESI-081.5917-27.3214,81.5917,-27.3214,C,2.5,l18,DECaLS,0.21,REX,,0.634+/-0.154
DESI-082.4980-19.9199,82.498,-19.9199,C,2.5,l18,DECaLS,0.55,DC,,0.544+/-0.025
DESI-083.1991-29.3017,83.1991,-29.3017,C,2.0,l18,DECaLS,0.65,REX,,0.675+/-0.027
DESI-083.4490-22.2658,83.449,-22.2658,C,2.5,l18,DECaLS,0.98,DC,,0.731+/-0.016
DESI-083.7580-31.1953,83.758,-31.1953,C,2.0,shielded,DECaLS,0.74,REX,,0.822+/-0.094
DESI-083.9416-27.0088,83.9416,-27.0088,C,2.5,l18,DECaLS,1.0,DC,,0.541+/-0.013
DESI-084.2051-21.8332,84.2051,-21.8332,C,2.0,shielded,DECaLS,0.93,REX,,0.307+/-0.074
DESI-084.7962-28.0211,84.7962,-28.0211,C,2.0,l18,DECaLS,0.2,DC,,0.994+/-0.027
DESI-085.5750-21.8217,85.575,-21.8217,C,2.0,l18,DECaLS,0.87,DC,,0.549+/-0.029
DESI-085.7339-31.4431,85.7339,-31.4431,C,2.5,l18,DECaLS,0.92,DC,,0.508+/-0.039
DESI-086.5017-24.7015,86.5017,-24.7015,C,2.0,shielded,DECaLS,0.98,REX,,0.760+/-0.034
DESI-086.5815-27.7223,86.5815,-27.7223,C,2.0,l18,DECaLS,0.51,DC,,0.830+/-0.054
DESI-086.8986-28.1308,86.8986,-28.1308,C,2.5,l18,DECaLS,0.12,DC,,0.348+/-0.014
DESI-087.1209-25.5251,87.1209,-25.5251,C,2.0,l18,DECaLS,0.9,DC,,0.319+/-0.028
DESI-087.2700-23.9175,87.27,-23.9175,C,2.0,l18,DECaLS,0.98,DC,,0.514+/-0.040
DESI-087.4139-30.4661,87.4139,-30.4661,C,2.5,l18,DECaLS,0.74,DC,,0.467+/-0.038
DESI-087.9078-25.1400,87.9078,-25.14,C,2.5,l18,DECaLS,1.0,DC,,0.724+/-0.066
DESI-088.3590-23.0945,88.359,-23.0945,C,2.5,shielded,DECaLS,0.28,REX,,0.567+/-0.299
DESI-088.5024-29.7013,88.5024,-29.7013,C,2.0,l18,DECaLS,0.96,DC,,0.603+/-0.026
DESI-088.6111-44.9258,88.6111,-44.9258,C,2.0,shielded,DECaLS,0.44,REX,,0.339+/-0.063
DESI-089.5700-30.9485,89.57,-30.9485,C,2.5,l18,DECaLS,0.72,DC,,0.711+/-0.046
DESI-089.6163-27.0385,89.6163,-27.0385,C,2.0,shielded,DECaLS,0.98,REX,,0.727+/-0.044
DESI-090.4566-39.9871,90.4566,-39.9871,C,2.0,shielded,DECaLS,0.8,REX,,0.464+/-0.026
DESI-095.7736+58.8572,95.7736,58.8572,C,2.5,l18,MzLS,0.98,DC,,0.610+/-0.029
DESI-103.0258+33.1167,103.0258,33.1167,C,2.5,l18,MzLS,0.24,DC,,0.264+/-0.029
DESI-104.3289+45.1488,104.3289,45.1488,C,2.0,l18,MzLS,0.26,DC,,0.274+/-0.189
DESI-104.3594+32.5562,104.3594,32.5562,C,2.0,l18,MzLS,0.64,DC,,0.556+/-0.023
DESI-106.9992+50.2149,106.9992,50.2149,C,2.0,l18,MzLS,0.17,DC,,0.629+/-0.027
DESI-107.9747+28.3465,107.9747,28.3465,C,2.0,l18,DECaLS,0.91,DC,,0.697+/-0.095
DESI-109.4348+42.7031,109.4348,42.7031,C,2.5,l18,MzLS,0.17,DC,,0.227+/-0.014
DESI-112.0041+47.9631,112.0041,47.9631,C,2.0,l18,MzLS,0.17,DC,,0.703+/-0.039
DESI-112.0551+31.6799,112.0551,31.6799,C,2.0,l18,DECaLS,0.63,DC,0.6745,nan
DESI-112.1758+38.2037,112.1758,38.2037,C,2.0,l18,MzLS,0.55,DC,0.5956,nan
DESI-112.6173+38.3732,112.6173,38.3732,C,2.0,l18,MzLS,0.81,DC,0.5263,nan
DESI-113.2568+51.5755,113.2568,51.5755,C,2.0,l18,MzLS,0.93,DC,,0.360+/-0.042
DESI-113.5048+34.7261,113.5048,34.7261,C,2.0,shielded,MzLS,0.16,REX,0.6162,nan
DESI-114.0195+21.3041,114.0195,21.3041,C,2.0,l18,DECaLS,0.97,DC,0.4533,nan
DESI-115.4473+34.9407,115.4473,34.9407,C,2.0,l18,MzLS,1.0,DC,0.5287,nan
DESI-116.4388+09.6096,116.4388,9.6096,C,2.5,l18,DECaLS,0.39,DC,0.5022,nan
DESI-117.2449+53.7774,117.2449,53.7774,C,2.0,l18,MzLS,0.8,DC,,0.601+/-0.043
DESI-117.7803+11.1984,117.7803,11.1984,C,2.0,l18,DECaLS,0.24,DC,0.3592,nan
DESI-118.2474+52.6265,118.2474,52.6265,C,2.0,l18,MzLS,0.13,DC,0.8186,nan
DESI-118.3583+10.5130,118.3583,10.513,C,2.0,l18,DECaLS,0.6,DC,0.5655,nan
DESI-118.4567+25.8080,118.4567,25.808,C,2.0,l18,DECaLS,0.33,DC,0.5024,nan
DESI-118.7209+31.4647,118.7209,31.4647,C,2.5,l18,DECaLS,0.29,REX,0.6156,nan
DESI-118.7654+12.3763,118.7654,12.3763,C,2.0,l18,DECaLS,0.97,DC,0.6674,nan
DESI-119.0587+30.2350,119.0587,30.235,C,2.5,l18,DECaLS,1.0,DC,0.3813,nan
DESI-119.3016+24.1528,119.3016,24.1528,C,2.5,l18,DECaLS,0.12,DC,0.5161,nan
DESI-119.5865+12.3470,119.5865,12.347,C,2.5,l18,DECaLS,0.4,DC,0.5794,nan
DESI-120.0515+43.4978,120.0515,43.4978,C,2.5,l18,MzLS,0.55,DC,,0.989+/-0.086
DESI-120.3991+54.8115,120.3991,54.8115,C,2.5,l18,MzLS,1.0,DC,0.5286,nan
DESI-120.8544+37.7610,120.8544,37.761,C,2.0,l18,MzLS,0.27,DC,0.7049,nan
DESI-121.6990+77.2344,121.699,77.2344,C,2.5,l18,MzLS,0.94,DC,,0.738+/-0.139
DESI-122.5113+33.7794,122.5113,33.7794,C,2.5,l18,MzLS,1.0,DC,0.3136,nan
DESI-122.5445-01.9522,122.5445,-1.9522,C,2.0,l18,DECaLS,0.6,DC,0.6349,nan
DESI-122.8280+00.5908,122.828,0.5908,C,2.5,l18,DECaLS,0.91,DC,0.3799,nan
DESI-122.8819+41.6140,122.8819,41.614,C,2.0,l18,MzLS,0.59,DC,0.2815,nan
DESI-123.5420+11.5365,123.542,11.5365,C,2.0,l18,DECaLS,0.38,REX,0.1198,nan
DESI-123.6121+27.3335,123.6121,27.3335,C,2.0,l18,DECaLS,0.98,DC,0.3383,nan
DESI-124.3100+74.1113,124.31,74.1113,C,2.0,l18,MzLS,0.88,DC,,0.859+/-0.072
DESI-124.8181+31.4990,124.8181,31.499,C,2.0,l18,DECaLS,1.0,DC,0.5819,nan
DESI-124.9193+19.2529,124.9193,19.2529,C,2.0,l18,DECaLS,0.78,DC,0.606,nan
DESI-125.3638+69.4352,125.3638,69.4352,C,2.0,shielded,MzLS,0.11,REX,,0.349+/-0.042
DESI-125.6310+75.0251,125.631,75.0251,C,2.0,l18,MzLS,0.12,DC,,0.366+/-0.027
DESI-125.9350+04.6293,125.935,4.6293,C,2.0,l18,DECaLS,0.1,DC,0.6567,nan
DESI-126.0500+04.7936,126.05,4.7936,C,2.5,l18,DECaLS,0.93,DC,0.3896,nan
DESI-128.1456+11.5864,128.1456,11.5864,C,2.0,l18,DECaLS,0.97,DC,0.6133,nan
DESI-129.9505+30.6284,129.9505,30.6284,C,2.5,l18,DECaLS,0.35,DC,0.6653,nan
DESI-130.0214+11.8118,130.0214,11.8118,C,2.5,l18,DECaLS,0.43,DC,0.4064,nan
DESI-130.5312+27.2618,130.5312,27.2618,C,2.0,l18,DECaLS,0.16,DC,0.4179,nan
DESI-130.6033+10.4171,130.6033,10.4171,C,2.0,shielded,DECaLS,0.45,REX,0.4848,nan
DESI-131.5647+51.9315,131.5647,51.9315,C,2.5,l18,MzLS,0.1,DC,,0.646+/-0.163
DESI-131.9068+13.5143,131.9068,13.5143,C,2.0,l18,DECaLS,0.9,DC,0.4707,nan
DESI-132.2802+22.0446,132.2802,22.0446,C,2.0,l18,DECaLS,0.86,DC,0.2895,nan
DESI-132.8111+24.4868,132.8111,24.4868,C,2.0,l18,DECaLS,0.4,DC,0.6765,nan
DESI-133.1155+26.4614,133.1155,26.4614,C,2.0,l18,DECaLS,0.49,DC,0.5363,nan
DESI-134.3978+21.5059,134.3978,21.5059,C,2.0,shielded,DECaLS,0.12,REX,0.2608,nan
DESI-134.8207+06.2549,134.8207,6.2549,C,2.5,l18,DECaLS,1.0,DC,0.2479,nan
DESI-136.0956+45.0733,136.0956,45.0733,C,2.5,l18,MzLS,0.99,DC,0.2974,nan
DESI-136.8675+42.5504,136.8675,42.5504,C,2.5,shielded,MzLS,0.95,REX,0.2413,nan
DESI-137.0261+01.3321,137.0261,1.3321,C,2.5,l18,DECaLS,0.3,DC,0.6752,nan
DESI-137.1509+54.2055,137.1509,54.2055,C,2.0,l18,MzLS,0.99,DC,,0.715+/-0.076
DESI-137.4500+07.3521,137.45,7.3521,C,2.5,l18,DECaLS,1.0,DC,0.6459,nan
DESI-137.9498+28.4536,137.9498,28.4536,C,2.5,l18,DECaLS,1.0,DC,0.5653,nan
DESI-138.5115+16.5394,138.5115,16.5394,C,2.0,l18,DECaLS,0.12,DC,0.8691,nan
DESI-139.3411+62.4459,139.3411,62.4459,C,2.5,l18,MzLS,0.47,DC,0.406,nan
DESI-139.4885+64.4473,139.4885,64.4473,C,2.0,l18,MzLS,0.91,DC,0.5243,nan
DESI-140.1299+02.7830,140.1299,2.783,C,2.0,l18,DECaLS,0.2,DC,0.2527,nan
DESI-141.5275+07.8090,141.5275,7.809,C,2.0,l18,DECaLS,0.96,DC,0.5715,nan
DESI-141.8108+73.2823,141.8108,73.2823,C,2.0,l18,MzLS,0.22,DC,,0.392+/-0.032
DESI-142.7762+17.7152,142.7762,17.7152,C,2.0,shielded,DECaLS,0.14,REX,0.5243,nan
DESI-143.7713+18.2787,143.7713,18.2787,C,2.0,l18,DECaLS,0.19,DC,,0.921+/-0.073
DESI-144.0261+12.8391,144.0261,12.8391,C,2.0,shielded,DECaLS,0.68,DC,0.2845,nan
DESI-144.7849+00.6228,144.7849,0.6228,C,2.0,l18,DECaLS,0.14,DC,0.4395,nan
DESI-145.1485+13.1356,145.1485,13.1356,C,2.5,l18,DECaLS,0.82,DC,0.4702,nan
DESI-145.2603+38.7152,145.2603,38.7152,C,2.5,l18,MzLS,0.91,REX,0.6208,nan
DESI-146.0028-01.8290,146.0028,-1.829,C,2.0,l18,DECaLS,0.32,DC,0.5804,nan
DESI-146.0983-08.1021,146.0983,-8.1021,C,2.0,l18,DECaLS,0.94,DC,,0.989+/-0.089
DESI-146.2199+40.2997,146.2199,40.2997,C,2.5,l18,MzLS,0.99,DC,0.4601,nan
DESI-146.5442+13.9284,146.5442,13.9284,C,2.0,l18,DECaLS,0.8,DC,0.504,nan
DESI-146.6840+19.4528,146.684,19.4528,C,2.5,l18,DECaLS,0.1,DC,0.4963,nan
DESI-147.1576-02.5598,147.1576,-2.5598,C,2.5,shielded,DECaLS,1.0,REX,0.6511,nan
DESI-148.2095+10.7169,148.2095,10.7169,C,2.0,l18,DECaLS,0.79,DC,0.375,nan
DESI-148.3840+10.5475,148.384,10.5475,C,2.0,l18,DECaLS,0.11,DC,0.3446,nan
DESI-150.2941+46.1759,150.2941,46.1759,C,2.0,l18,MzLS,0.11,DC,0.6315,nan
DESI-150.5233+15.3083,150.5233,15.3083,C,2.0,l18,DECaLS,0.94,DC,0.5493,nan
DESI-151.2523+10.4499,151.2523,10.4499,C,2.0,l18,DECaLS,0.58,DC,0.6799,nan
DESI-151.4072+67.5076,151.4072,67.5076,C,2.0,shielded,MzLS,0.63,DC,,0.431+/-0.017
DESI-151.8455-05.3863,151.8455,-5.3863,C,2.0,l18,DECaLS,0.25,DC,,0.743+/-0.089
DESI-152.2710+43.7279,152.271,43.7279,C,2.0,l18,MzLS,0.98,DC,0.5751,nan
DESI-152.3889-05.6017,152.3889,-5.6017,C,2.5,l18,DECaLS,1.0,DC,,0.425+/-0.057
DESI-153.0776+44.3831,153.0776,44.3831,C,2.5,shielded,MzLS,0.84,DC,0.4569,nan
DESI-153.2654+10.1926,153.2654,10.1926,C,2.0,shielded,DECaLS,0.7,REX,0.4228,nan
DESI-154.5759+74.5812,154.5759,74.5812,C,2.0,l18,MzLS,0.94,DC,,0.772+/-0.040
DESI-155.2571+53.8914,155.2571,53.8914,C,2.5,l18,MzLS,0.51,DC,0.6023,nan
DESI-157.8915+18.5814,157.8915,18.5814,C,2.5,l18,DECaLS,0.98,DC,0.5702,nan
DESI-157.9520+43.7158,157.952,43.7158,C,2.0,l18,MzLS,1.0,DC,0.4414,nan
DESI-158.0901+31.8835,158.0901,31.8835,C,2.0,l18,DECaLS,0.56,DC,0.3334,nan
